37.1320 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000026CF38B3CD0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000026CF38B3C70>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000026CF38B3AF0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000026CF3CF5220>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=1, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
361.8001 	EXP 	New trial (rep=0, index=3): {'pic_name': 'pics/left_foot.JPG', 'class_mi': 'left_foot'}
361.8159 	EXP 	text_pause: autoDraw = False
361.8159 	EXP 	text_pause: autoDraw = False
361.8159 	EXP 	hor_line_precue: autoDraw = True
361.8159 	EXP 	ver_line_precue: autoDraw = True
363.8178 	EXP 	hor_line_precue: autoDraw = False
363.8178 	EXP 	ver_line_precue: autoDraw = False
363.8178 	EXP 	hor_line_precue: autoDraw = False
363.8178 	EXP 	ver_line_precue: autoDraw = False
363.8178 	EXP 	image_mi: image = 'pics/left_foot.JPG'
363.8178 	EXP 	image_mi: autoDraw = True
368.3224 	EXP 	image_mi: autoDraw = False
368.3224 	EXP 	image_mi: autoDraw = False
368.3224 	EXP 	text_pause: autoDraw = True
370.8091 	EXP 	New trial (rep=1, index=0): {'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand'}
370.8248 	EXP 	text_pause: autoDraw = False
370.8248 	EXP 	text_pause: autoDraw = False
370.8248 	EXP 	hor_line_precue: autoDraw = True
370.8248 	EXP 	ver_line_precue: autoDraw = True
372.8268 	EXP 	hor_line_precue: autoDraw = False
372.8268 	EXP 	ver_line_precue: autoDraw = False
372.8268 	EXP 	hor_line_precue: autoDraw = False
372.8268 	EXP 	ver_line_precue: autoDraw = False
372.8268 	EXP 	image_mi: image = 'pics/left_hand.JPG'
372.8268 	EXP 	image_mi: autoDraw = True
377.3313 	EXP 	image_mi: autoDraw = False
377.3313 	EXP 	image_mi: autoDraw = False
377.3313 	EXP 	text_pause: autoDraw = True
379.8181 	EXP 	New trial (rep=1, index=1): {'pic_name': 'pics/mental_singing.JPG', 'class_mi': 'mental_singing'}
379.8338 	EXP 	text_pause: autoDraw = False
379.8338 	EXP 	text_pause: autoDraw = False
379.8338 	EXP 	hor_line_precue: autoDraw = True
379.8338 	EXP 	ver_line_precue: autoDraw = True
381.8357 	EXP 	hor_line_precue: autoDraw = False
381.8357 	EXP 	ver_line_precue: autoDraw = False
381.8357 	EXP 	hor_line_precue: autoDraw = False
381.8357 	EXP 	ver_line_precue: autoDraw = False
381.8357 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
381.8357 	EXP 	image_mi: autoDraw = True
386.3403 	EXP 	image_mi: autoDraw = False
386.3403 	EXP 	image_mi: autoDraw = False
386.3403 	EXP 	text_pause: autoDraw = True
388.8270 	EXP 	New trial (rep=1, index=2): {'pic_name': 'pics/right_foot.JPG', 'class_mi': 'right_foot'}
388.8427 	EXP 	text_pause: autoDraw = False
388.8427 	EXP 	text_pause: autoDraw = False
388.8427 	EXP 	hor_line_precue: autoDraw = True
388.8427 	EXP 	ver_line_precue: autoDraw = True
390.8447 	EXP 	hor_line_precue: autoDraw = False
390.8447 	EXP 	ver_line_precue: autoDraw = False
390.8447 	EXP 	hor_line_precue: autoDraw = False
390.8447 	EXP 	ver_line_precue: autoDraw = False
390.8447 	EXP 	image_mi: image = 'pics/right_foot.JPG'
390.8447 	EXP 	image_mi: autoDraw = True
395.3492 	EXP 	image_mi: autoDraw = False
395.3492 	EXP 	image_mi: autoDraw = False
395.3492 	EXP 	text_pause: autoDraw = True
397.8359 	EXP 	New trial (rep=1, index=3): {'pic_name': 'pics/left_foot.JPG', 'class_mi': 'left_foot'}
397.8517 	EXP 	text_pause: autoDraw = False
397.8517 	EXP 	text_pause: autoDraw = False
397.8517 	EXP 	hor_line_precue: autoDraw = True
397.8517 	EXP 	ver_line_precue: autoDraw = True
399.8537 	EXP 	hor_line_precue: autoDraw = False
399.8537 	EXP 	ver_line_precue: autoDraw = False
399.8537 	EXP 	hor_line_precue: autoDraw = False
399.8537 	EXP 	ver_line_precue: autoDraw = False
399.8537 	EXP 	image_mi: image = 'pics/left_foot.JPG'
399.8537 	EXP 	image_mi: autoDraw = True
404.3581 	EXP 	image_mi: autoDraw = False
404.3581 	EXP 	image_mi: autoDraw = False
404.3581 	EXP 	text_pause: autoDraw = True
406.8449 	EXP 	New trial (rep=2, index=0): {'pic_name': 'pics/right_foot.JPG', 'class_mi': 'right_foot'}
406.8607 	EXP 	text_pause: autoDraw = False
406.8607 	EXP 	text_pause: autoDraw = False
406.8607 	EXP 	hor_line_precue: autoDraw = True
406.8607 	EXP 	ver_line_precue: autoDraw = True
408.8626 	EXP 	hor_line_precue: autoDraw = False
408.8626 	EXP 	ver_line_precue: autoDraw = False
408.8626 	EXP 	hor_line_precue: autoDraw = False
408.8626 	EXP 	ver_line_precue: autoDraw = False
408.8626 	EXP 	image_mi: image = 'pics/right_foot.JPG'
408.8626 	EXP 	image_mi: autoDraw = True
413.3671 	EXP 	image_mi: autoDraw = False
413.3671 	EXP 	image_mi: autoDraw = False
413.3671 	EXP 	text_pause: autoDraw = True
415.8538 	EXP 	New trial (rep=2, index=1): {'pic_name': 'pics/mental_singing.JPG', 'class_mi': 'mental_singing'}
415.8696 	EXP 	text_pause: autoDraw = False
415.8696 	EXP 	text_pause: autoDraw = False
415.8696 	EXP 	hor_line_precue: autoDraw = True
415.8696 	EXP 	ver_line_precue: autoDraw = True
417.8715 	EXP 	hor_line_precue: autoDraw = False
417.8715 	EXP 	ver_line_precue: autoDraw = False
417.8715 	EXP 	hor_line_precue: autoDraw = False
417.8715 	EXP 	ver_line_precue: autoDraw = False
417.8715 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
417.8715 	EXP 	image_mi: autoDraw = True
422.3761 	EXP 	image_mi: autoDraw = False
422.3761 	EXP 	image_mi: autoDraw = False
422.3761 	EXP 	text_pause: autoDraw = True
424.8627 	EXP 	New trial (rep=2, index=2): {'pic_name': 'pics/mental_singing.JPG', 'class_mi': 'mental_singing'}
424.8785 	EXP 	text_pause: autoDraw = False
424.8785 	EXP 	text_pause: autoDraw = False
424.8785 	EXP 	hor_line_precue: autoDraw = True
424.8785 	EXP 	ver_line_precue: autoDraw = True
426.8805 	EXP 	hor_line_precue: autoDraw = False
426.8805 	EXP 	ver_line_precue: autoDraw = False
426.8805 	EXP 	hor_line_precue: autoDraw = False
426.8805 	EXP 	ver_line_precue: autoDraw = False
426.8805 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
426.8805 	EXP 	image_mi: autoDraw = True
431.3850 	EXP 	image_mi: autoDraw = False
431.3850 	EXP 	image_mi: autoDraw = False
431.3850 	EXP 	text_pause: autoDraw = True
433.8717 	EXP 	New trial (rep=2, index=3): {'pic_name': 'pics/left_foot.JPG', 'class_mi': 'left_foot'}
433.8875 	EXP 	text_pause: autoDraw = False
433.8875 	EXP 	text_pause: autoDraw = False
433.8875 	EXP 	hor_line_precue: autoDraw = True
433.8875 	EXP 	ver_line_precue: autoDraw = True
435.8895 	EXP 	hor_line_precue: autoDraw = False
435.8895 	EXP 	ver_line_precue: autoDraw = False
435.8895 	EXP 	hor_line_precue: autoDraw = False
435.8895 	EXP 	ver_line_precue: autoDraw = False
435.8895 	EXP 	image_mi: image = 'pics/left_foot.JPG'
435.8895 	EXP 	image_mi: autoDraw = True
440.3938 	EXP 	image_mi: autoDraw = False
440.3938 	EXP 	image_mi: autoDraw = False
440.3938 	EXP 	text_pause: autoDraw = True
442.8807 	EXP 	New trial (rep=3, index=0): {'pic_name': 'pics/left_foot.JPG', 'class_mi': 'left_foot'}
442.8965 	EXP 	text_pause: autoDraw = False
442.8965 	EXP 	text_pause: autoDraw = False
442.8965 	EXP 	hor_line_precue: autoDraw = True
442.8965 	EXP 	ver_line_precue: autoDraw = True
444.8984 	EXP 	hor_line_precue: autoDraw = False
444.8984 	EXP 	ver_line_precue: autoDraw = False
444.8984 	EXP 	hor_line_precue: autoDraw = False
444.8984 	EXP 	ver_line_precue: autoDraw = False
444.8984 	EXP 	image_mi: image = 'pics/left_foot.JPG'
444.8984 	EXP 	image_mi: autoDraw = True
449.4029 	EXP 	image_mi: autoDraw = False
449.4029 	EXP 	image_mi: autoDraw = False
449.4029 	EXP 	text_pause: autoDraw = True
451.8896 	EXP 	New trial (rep=3, index=1): {'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand'}
451.9054 	EXP 	text_pause: autoDraw = False
451.9054 	EXP 	text_pause: autoDraw = False
451.9054 	EXP 	hor_line_precue: autoDraw = True
451.9054 	EXP 	ver_line_precue: autoDraw = True
453.9074 	EXP 	hor_line_precue: autoDraw = False
453.9074 	EXP 	ver_line_precue: autoDraw = False
453.9074 	EXP 	hor_line_precue: autoDraw = False
453.9074 	EXP 	ver_line_precue: autoDraw = False
453.9074 	EXP 	image_mi: image = 'pics/left_hand.JPG'
453.9074 	EXP 	image_mi: autoDraw = True
458.4119 	EXP 	image_mi: autoDraw = False
458.4119 	EXP 	image_mi: autoDraw = False
458.4119 	EXP 	text_pause: autoDraw = True
460.8986 	EXP 	New trial (rep=3, index=2): {'pic_name': 'pics/right_foot.JPG', 'class_mi': 'right_foot'}
460.9143 	EXP 	text_pause: autoDraw = False
460.9143 	EXP 	text_pause: autoDraw = False
460.9143 	EXP 	hor_line_precue: autoDraw = True
460.9143 	EXP 	ver_line_precue: autoDraw = True
462.9164 	EXP 	hor_line_precue: autoDraw = False
462.9164 	EXP 	ver_line_precue: autoDraw = False
462.9164 	EXP 	hor_line_precue: autoDraw = False
462.9164 	EXP 	ver_line_precue: autoDraw = False
462.9164 	EXP 	image_mi: image = 'pics/right_foot.JPG'
462.9164 	EXP 	image_mi: autoDraw = True
467.4208 	EXP 	image_mi: autoDraw = False
467.4208 	EXP 	image_mi: autoDraw = False
467.4208 	EXP 	text_pause: autoDraw = True
469.9076 	EXP 	New trial (rep=3, index=3): {'pic_name': 'pics/left_foot.JPG', 'class_mi': 'left_foot'}
469.9233 	EXP 	text_pause: autoDraw = False
469.9233 	EXP 	text_pause: autoDraw = False
469.9233 	EXP 	hor_line_precue: autoDraw = True
469.9233 	EXP 	ver_line_precue: autoDraw = True
471.9253 	EXP 	hor_line_precue: autoDraw = False
471.9253 	EXP 	ver_line_precue: autoDraw = False
471.9253 	EXP 	hor_line_precue: autoDraw = False
471.9253 	EXP 	ver_line_precue: autoDraw = False
471.9253 	EXP 	image_mi: image = 'pics/left_foot.JPG'
471.9253 	EXP 	image_mi: autoDraw = True
476.4297 	EXP 	image_mi: autoDraw = False
476.4297 	EXP 	image_mi: autoDraw = False
476.4297 	EXP 	text_pause: autoDraw = True
478.9166 	EXP 	New trial (rep=4, index=0): {'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand'}
478.9322 	EXP 	text_pause: autoDraw = False
478.9322 	EXP 	text_pause: autoDraw = False
478.9322 	EXP 	hor_line_precue: autoDraw = True
478.9322 	EXP 	ver_line_precue: autoDraw = True
480.9343 	EXP 	hor_line_precue: autoDraw = False
480.9343 	EXP 	ver_line_precue: autoDraw = False
480.9343 	EXP 	hor_line_precue: autoDraw = False
480.9343 	EXP 	ver_line_precue: autoDraw = False
480.9343 	EXP 	image_mi: image = 'pics/left_hand.JPG'
480.9343 	EXP 	image_mi: autoDraw = True
485.4387 	EXP 	image_mi: autoDraw = False
485.4387 	EXP 	image_mi: autoDraw = False
485.4387 	EXP 	text_pause: autoDraw = True
487.9254 	EXP 	New trial (rep=4, index=1): {'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand'}
487.9412 	EXP 	text_pause: autoDraw = False
487.9412 	EXP 	text_pause: autoDraw = False
487.9412 	EXP 	hor_line_precue: autoDraw = True
487.9412 	EXP 	ver_line_precue: autoDraw = True
489.9430 	EXP 	hor_line_precue: autoDraw = False
489.9430 	EXP 	ver_line_precue: autoDraw = False
489.9430 	EXP 	hor_line_precue: autoDraw = False
489.9430 	EXP 	ver_line_precue: autoDraw = False
489.9430 	EXP 	image_mi: image = 'pics/left_hand.JPG'
489.9430 	EXP 	image_mi: autoDraw = True
494.4476 	EXP 	image_mi: autoDraw = False
494.4476 	EXP 	image_mi: autoDraw = False
494.4476 	EXP 	text_pause: autoDraw = True
496.9344 	EXP 	New trial (rep=4, index=2): {'pic_name': 'pics/right_foot.JPG', 'class_mi': 'right_foot'}
496.9502 	EXP 	text_pause: autoDraw = False
496.9502 	EXP 	text_pause: autoDraw = False
496.9502 	EXP 	hor_line_precue: autoDraw = True
496.9502 	EXP 	ver_line_precue: autoDraw = True
498.9521 	EXP 	hor_line_precue: autoDraw = False
498.9521 	EXP 	ver_line_precue: autoDraw = False
498.9521 	EXP 	hor_line_precue: autoDraw = False
498.9521 	EXP 	ver_line_precue: autoDraw = False
498.9521 	EXP 	image_mi: image = 'pics/right_foot.JPG'
498.9521 	EXP 	image_mi: autoDraw = True
503.4567 	EXP 	image_mi: autoDraw = False
503.4567 	EXP 	image_mi: autoDraw = False
503.4567 	EXP 	text_pause: autoDraw = True
505.9431 	EXP 	New trial (rep=4, index=3): {'pic_name': 'pics/right_foot.JPG', 'class_mi': 'right_foot'}
505.9589 	EXP 	text_pause: autoDraw = False
505.9589 	EXP 	text_pause: autoDraw = False
505.9589 	EXP 	hor_line_precue: autoDraw = True
505.9589 	EXP 	ver_line_precue: autoDraw = True
507.9608 	EXP 	hor_line_precue: autoDraw = False
507.9608 	EXP 	ver_line_precue: autoDraw = False
507.9608 	EXP 	hor_line_precue: autoDraw = False
507.9608 	EXP 	ver_line_precue: autoDraw = False
507.9608 	EXP 	image_mi: image = 'pics/right_foot.JPG'
507.9608 	EXP 	image_mi: autoDraw = True
512.4656 	EXP 	image_mi: autoDraw = False
512.4656 	EXP 	image_mi: autoDraw = False
512.4656 	EXP 	text_pause: autoDraw = True
514.9681 	EXP 	text_pause: autoDraw = False
514.9681 	EXP 	text_pause: autoDraw = False
514.9681 	EXP 	text: autoDraw = True
655.3130 	DATA 	Mouse: Left button down, pos=(243,546)
655.4288 	DATA 	Mouse:  Left button up, pos=(243,546)
656.8456 	EXP 	New trial (rep=2, index=0): None
656.8489 	DATA 	Keypress: space
656.8592 	EXP 	text: autoDraw = False
656.8592 	EXP 	text_2: autoDraw = True
659.8581 	EXP 	Imported classes.xlsx as conditions, 4 conditions, 2 params
659.8589 	EXP 	Created sequence: fullRandom, trialTypes=4, nReps=5, seed=None
659.8593 	EXP 	New trial (rep=0, index=0): {'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand'}
659.8788 	EXP 	text_2: autoDraw = False
659.8788 	EXP 	hor_line_precue: autoDraw = True
659.8788 	EXP 	ver_line_precue: autoDraw = True
661.8808 	EXP 	hor_line_precue: autoDraw = False
661.8808 	EXP 	ver_line_precue: autoDraw = False
661.8808 	EXP 	hor_line_precue: autoDraw = False
661.8808 	EXP 	ver_line_precue: autoDraw = False
661.8808 	EXP 	image_mi: image = 'pics/left_hand.JPG'
661.8808 	EXP 	image_mi: autoDraw = True
666.3853 	EXP 	image_mi: autoDraw = False
666.3853 	EXP 	image_mi: autoDraw = False
666.3853 	EXP 	text_pause: autoDraw = True
668.8724 	EXP 	New trial (rep=0, index=1): {'pic_name': 'pics/mental_singing.JPG', 'class_mi': 'mental_singing'}
668.8875 	EXP 	text_pause: autoDraw = False
668.8875 	EXP 	text_pause: autoDraw = False
668.8875 	EXP 	hor_line_precue: autoDraw = True
668.8875 	EXP 	ver_line_precue: autoDraw = True
670.9065 	EXP 	hor_line_precue: autoDraw = False
670.9065 	EXP 	ver_line_precue: autoDraw = False
670.9065 	EXP 	hor_line_precue: autoDraw = False
670.9065 	EXP 	ver_line_precue: autoDraw = False
670.9065 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
670.9065 	EXP 	image_mi: autoDraw = True
675.4110 	EXP 	image_mi: autoDraw = False
675.4110 	EXP 	image_mi: autoDraw = False
675.4110 	EXP 	text_pause: autoDraw = True
677.8983 	EXP 	New trial (rep=0, index=2): {'pic_name': 'pics/mental_singing.JPG', 'class_mi': 'mental_singing'}
677.9134 	EXP 	text_pause: autoDraw = False
677.9134 	EXP 	text_pause: autoDraw = False
677.9134 	EXP 	hor_line_precue: autoDraw = True
677.9134 	EXP 	ver_line_precue: autoDraw = True
679.9321 	EXP 	hor_line_precue: autoDraw = False
679.9321 	EXP 	ver_line_precue: autoDraw = False
679.9321 	EXP 	hor_line_precue: autoDraw = False
679.9321 	EXP 	ver_line_precue: autoDraw = False
679.9321 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
679.9321 	EXP 	image_mi: autoDraw = True
684.4366 	EXP 	image_mi: autoDraw = False
684.4366 	EXP 	image_mi: autoDraw = False
684.4366 	EXP 	text_pause: autoDraw = True
686.9240 	EXP 	New trial (rep=0, index=3): {'pic_name': 'pics/left_foot.JPG', 'class_mi': 'left_foot'}
686.9390 	EXP 	text_pause: autoDraw = False
686.9390 	EXP 	text_pause: autoDraw = False
686.9390 	EXP 	hor_line_precue: autoDraw = True
686.9390 	EXP 	ver_line_precue: autoDraw = True
688.9411 	EXP 	hor_line_precue: autoDraw = False
688.9411 	EXP 	ver_line_precue: autoDraw = False
688.9411 	EXP 	hor_line_precue: autoDraw = False
688.9411 	EXP 	ver_line_precue: autoDraw = False
688.9411 	EXP 	image_mi: image = 'pics/left_foot.JPG'
688.9411 	EXP 	image_mi: autoDraw = True
693.4455 	EXP 	image_mi: autoDraw = False
693.4455 	EXP 	image_mi: autoDraw = False
693.4455 	EXP 	text_pause: autoDraw = True
695.9328 	EXP 	New trial (rep=1, index=0): {'pic_name': 'pics/mental_singing.JPG', 'class_mi': 'mental_singing'}
695.9480 	EXP 	text_pause: autoDraw = False
695.9480 	EXP 	text_pause: autoDraw = False
695.9480 	EXP 	hor_line_precue: autoDraw = True
695.9480 	EXP 	ver_line_precue: autoDraw = True
697.9667 	EXP 	hor_line_precue: autoDraw = False
697.9667 	EXP 	ver_line_precue: autoDraw = False
697.9667 	EXP 	hor_line_precue: autoDraw = False
697.9667 	EXP 	ver_line_precue: autoDraw = False
697.9667 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
697.9667 	EXP 	image_mi: autoDraw = True
702.4711 	EXP 	image_mi: autoDraw = False
702.4711 	EXP 	image_mi: autoDraw = False
702.4711 	EXP 	text_pause: autoDraw = True
704.9585 	EXP 	New trial (rep=1, index=1): {'pic_name': 'pics/right_foot.JPG', 'class_mi': 'right_foot'}
704.9737 	EXP 	text_pause: autoDraw = False
704.9737 	EXP 	text_pause: autoDraw = False
704.9737 	EXP 	hor_line_precue: autoDraw = True
704.9737 	EXP 	ver_line_precue: autoDraw = True
706.9756 	EXP 	hor_line_precue: autoDraw = False
706.9756 	EXP 	ver_line_precue: autoDraw = False
706.9756 	EXP 	hor_line_precue: autoDraw = False
706.9756 	EXP 	ver_line_precue: autoDraw = False
706.9756 	EXP 	image_mi: image = 'pics/right_foot.JPG'
706.9756 	EXP 	image_mi: autoDraw = True
711.4801 	EXP 	image_mi: autoDraw = False
711.4801 	EXP 	image_mi: autoDraw = False
711.4801 	EXP 	text_pause: autoDraw = True
713.9676 	EXP 	New trial (rep=1, index=2): {'pic_name': 'pics/mental_singing.JPG', 'class_mi': 'mental_singing'}
713.9826 	EXP 	text_pause: autoDraw = False
713.9826 	EXP 	text_pause: autoDraw = False
713.9826 	EXP 	hor_line_precue: autoDraw = True
713.9826 	EXP 	ver_line_precue: autoDraw = True
716.0013 	EXP 	hor_line_precue: autoDraw = False
716.0013 	EXP 	ver_line_precue: autoDraw = False
716.0013 	EXP 	hor_line_precue: autoDraw = False
716.0013 	EXP 	ver_line_precue: autoDraw = False
716.0013 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
716.0013 	EXP 	image_mi: autoDraw = True
720.5057 	EXP 	image_mi: autoDraw = False
720.5057 	EXP 	image_mi: autoDraw = False
720.5057 	EXP 	text_pause: autoDraw = True
722.9931 	EXP 	New trial (rep=1, index=3): {'pic_name': 'pics/mental_singing.JPG', 'class_mi': 'mental_singing'}
723.0082 	EXP 	text_pause: autoDraw = False
723.0082 	EXP 	text_pause: autoDraw = False
723.0082 	EXP 	hor_line_precue: autoDraw = True
723.0082 	EXP 	ver_line_precue: autoDraw = True
725.0269 	EXP 	hor_line_precue: autoDraw = False
725.0269 	EXP 	ver_line_precue: autoDraw = False
725.0269 	EXP 	hor_line_precue: autoDraw = False
725.0269 	EXP 	ver_line_precue: autoDraw = False
725.0269 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
725.0269 	EXP 	image_mi: autoDraw = True
729.5313 	EXP 	image_mi: autoDraw = False
729.5313 	EXP 	image_mi: autoDraw = False
729.5313 	EXP 	text_pause: autoDraw = True
732.0187 	EXP 	New trial (rep=2, index=0): {'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand'}
732.0339 	EXP 	text_pause: autoDraw = False
732.0339 	EXP 	text_pause: autoDraw = False
732.0339 	EXP 	hor_line_precue: autoDraw = True
732.0339 	EXP 	ver_line_precue: autoDraw = True
734.0357 	EXP 	hor_line_precue: autoDraw = False
734.0357 	EXP 	ver_line_precue: autoDraw = False
734.0357 	EXP 	hor_line_precue: autoDraw = False
734.0357 	EXP 	ver_line_precue: autoDraw = False
734.0357 	EXP 	image_mi: image = 'pics/left_hand.JPG'
734.0357 	EXP 	image_mi: autoDraw = True
738.5403 	EXP 	image_mi: autoDraw = False
738.5403 	EXP 	image_mi: autoDraw = False
738.5403 	EXP 	text_pause: autoDraw = True
741.0276 	EXP 	New trial (rep=2, index=1): {'pic_name': 'pics/left_foot.JPG', 'class_mi': 'left_foot'}
741.0428 	EXP 	text_pause: autoDraw = False
741.0428 	EXP 	text_pause: autoDraw = False
741.0428 	EXP 	hor_line_precue: autoDraw = True
741.0428 	EXP 	ver_line_precue: autoDraw = True
743.0448 	EXP 	hor_line_precue: autoDraw = False
743.0448 	EXP 	ver_line_precue: autoDraw = False
743.0448 	EXP 	hor_line_precue: autoDraw = False
743.0448 	EXP 	ver_line_precue: autoDraw = False
743.0448 	EXP 	image_mi: image = 'pics/left_foot.JPG'
743.0448 	EXP 	image_mi: autoDraw = True
747.5493 	EXP 	image_mi: autoDraw = False
747.5493 	EXP 	image_mi: autoDraw = False
747.5493 	EXP 	text_pause: autoDraw = True
750.0366 	EXP 	New trial (rep=2, index=2): {'pic_name': 'pics/left_foot.JPG', 'class_mi': 'left_foot'}
750.0518 	EXP 	text_pause: autoDraw = False
750.0518 	EXP 	text_pause: autoDraw = False
750.0518 	EXP 	hor_line_precue: autoDraw = True
750.0518 	EXP 	ver_line_precue: autoDraw = True
752.0538 	EXP 	hor_line_precue: autoDraw = False
752.0538 	EXP 	ver_line_precue: autoDraw = False
752.0538 	EXP 	hor_line_precue: autoDraw = False
752.0538 	EXP 	ver_line_precue: autoDraw = False
752.0538 	EXP 	image_mi: image = 'pics/left_foot.JPG'
752.0538 	EXP 	image_mi: autoDraw = True
756.5582 	EXP 	image_mi: autoDraw = False
756.5582 	EXP 	image_mi: autoDraw = False
756.5582 	EXP 	text_pause: autoDraw = True
759.0455 	EXP 	New trial (rep=2, index=3): {'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand'}
759.0607 	EXP 	text_pause: autoDraw = False
759.0607 	EXP 	text_pause: autoDraw = False
759.0607 	EXP 	hor_line_precue: autoDraw = True
759.0607 	EXP 	ver_line_precue: autoDraw = True
761.0627 	EXP 	hor_line_precue: autoDraw = False
761.0627 	EXP 	ver_line_precue: autoDraw = False
761.0627 	EXP 	hor_line_precue: autoDraw = False
761.0627 	EXP 	ver_line_precue: autoDraw = False
761.0627 	EXP 	image_mi: image = 'pics/left_hand.JPG'
761.0627 	EXP 	image_mi: autoDraw = True
765.5672 	EXP 	image_mi: autoDraw = False
765.5672 	EXP 	image_mi: autoDraw = False
765.5672 	EXP 	text_pause: autoDraw = True
768.0546 	EXP 	New trial (rep=3, index=0): {'pic_name': 'pics/right_foot.JPG', 'class_mi': 'right_foot'}
768.0697 	EXP 	text_pause: autoDraw = False
768.0697 	EXP 	text_pause: autoDraw = False
768.0697 	EXP 	hor_line_precue: autoDraw = True
768.0697 	EXP 	ver_line_precue: autoDraw = True
770.0716 	EXP 	hor_line_precue: autoDraw = False
770.0716 	EXP 	ver_line_precue: autoDraw = False
770.0716 	EXP 	hor_line_precue: autoDraw = False
770.0716 	EXP 	ver_line_precue: autoDraw = False
770.0716 	EXP 	image_mi: image = 'pics/right_foot.JPG'
770.0716 	EXP 	image_mi: autoDraw = True
774.5761 	EXP 	image_mi: autoDraw = False
774.5761 	EXP 	image_mi: autoDraw = False
774.5761 	EXP 	text_pause: autoDraw = True
777.0634 	EXP 	New trial (rep=3, index=1): {'pic_name': 'pics/left_foot.JPG', 'class_mi': 'left_foot'}
777.0786 	EXP 	text_pause: autoDraw = False
777.0786 	EXP 	text_pause: autoDraw = False
777.0786 	EXP 	hor_line_precue: autoDraw = True
777.0786 	EXP 	ver_line_precue: autoDraw = True
779.0806 	EXP 	hor_line_precue: autoDraw = False
779.0806 	EXP 	ver_line_precue: autoDraw = False
779.0806 	EXP 	hor_line_precue: autoDraw = False
779.0806 	EXP 	ver_line_precue: autoDraw = False
779.0806 	EXP 	image_mi: image = 'pics/left_foot.JPG'
779.0806 	EXP 	image_mi: autoDraw = True
783.5849 	EXP 	image_mi: autoDraw = False
783.5849 	EXP 	image_mi: autoDraw = False
783.5849 	EXP 	text_pause: autoDraw = True
786.0722 	EXP 	New trial (rep=3, index=2): {'pic_name': 'pics/left_foot.JPG', 'class_mi': 'left_foot'}
786.0876 	EXP 	text_pause: autoDraw = False
786.0876 	EXP 	text_pause: autoDraw = False
786.0876 	EXP 	hor_line_precue: autoDraw = True
786.0876 	EXP 	ver_line_precue: autoDraw = True
788.0895 	EXP 	hor_line_precue: autoDraw = False
788.0895 	EXP 	ver_line_precue: autoDraw = False
788.0895 	EXP 	hor_line_precue: autoDraw = False
788.0895 	EXP 	ver_line_precue: autoDraw = False
788.0895 	EXP 	image_mi: image = 'pics/left_foot.JPG'
788.0895 	EXP 	image_mi: autoDraw = True
792.5940 	EXP 	image_mi: autoDraw = False
792.5940 	EXP 	image_mi: autoDraw = False
792.5940 	EXP 	text_pause: autoDraw = True
795.0814 	EXP 	New trial (rep=3, index=3): {'pic_name': 'pics/right_foot.JPG', 'class_mi': 'right_foot'}
795.0965 	EXP 	text_pause: autoDraw = False
795.0965 	EXP 	text_pause: autoDraw = False
795.0965 	EXP 	hor_line_precue: autoDraw = True
795.0965 	EXP 	ver_line_precue: autoDraw = True
797.0985 	EXP 	hor_line_precue: autoDraw = False
797.0985 	EXP 	ver_line_precue: autoDraw = False
797.0985 	EXP 	hor_line_precue: autoDraw = False
797.0985 	EXP 	ver_line_precue: autoDraw = False
797.0985 	EXP 	image_mi: image = 'pics/right_foot.JPG'
797.0985 	EXP 	image_mi: autoDraw = True
801.6030 	EXP 	image_mi: autoDraw = False
801.6030 	EXP 	image_mi: autoDraw = False
801.6030 	EXP 	text_pause: autoDraw = True
