7.8916 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001163AAE4AC0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001163AAE4A60>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001163AAE48E0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001163AF682E0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=1, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
424.8433 	EXP 	New trial (rep=0, index=3): {'pic_name': 'pics/right_foot.JPG', 'class_mi': 'right_foot'}
424.8591 	EXP 	text_pause: autoDraw = False
424.8591 	EXP 	text_pause: autoDraw = False
424.8591 	EXP 	hor_line_precue: autoDraw = True
424.8591 	EXP 	ver_line_precue: autoDraw = True
426.8610 	EXP 	hor_line_precue: autoDraw = False
426.8610 	EXP 	ver_line_precue: autoDraw = False
426.8610 	EXP 	hor_line_precue: autoDraw = False
426.8610 	EXP 	ver_line_precue: autoDraw = False
426.8610 	EXP 	image_mi: image = 'pics/right_foot.JPG'
426.8610 	EXP 	image_mi: autoDraw = True
431.3656 	EXP 	image_mi: autoDraw = False
431.3656 	EXP 	image_mi: autoDraw = False
431.3656 	EXP 	text_pause: autoDraw = True
433.8522 	EXP 	New trial (rep=1, index=0): {'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand'}
433.8680 	EXP 	text_pause: autoDraw = False
433.8680 	EXP 	text_pause: autoDraw = False
433.8680 	EXP 	hor_line_precue: autoDraw = True
433.8680 	EXP 	ver_line_precue: autoDraw = True
435.8700 	EXP 	hor_line_precue: autoDraw = False
435.8700 	EXP 	ver_line_precue: autoDraw = False
435.8700 	EXP 	hor_line_precue: autoDraw = False
435.8700 	EXP 	ver_line_precue: autoDraw = False
435.8700 	EXP 	image_mi: image = 'pics/left_hand.JPG'
435.8700 	EXP 	image_mi: autoDraw = True
440.3745 	EXP 	image_mi: autoDraw = False
440.3745 	EXP 	image_mi: autoDraw = False
440.3745 	EXP 	text_pause: autoDraw = True
442.8612 	EXP 	New trial (rep=1, index=1): {'pic_name': 'pics/right_foot.JPG', 'class_mi': 'right_foot'}
442.8770 	EXP 	text_pause: autoDraw = False
442.8770 	EXP 	text_pause: autoDraw = False
442.8770 	EXP 	hor_line_precue: autoDraw = True
442.8770 	EXP 	ver_line_precue: autoDraw = True
444.8789 	EXP 	hor_line_precue: autoDraw = False
444.8789 	EXP 	ver_line_precue: autoDraw = False
444.8789 	EXP 	hor_line_precue: autoDraw = False
444.8789 	EXP 	ver_line_precue: autoDraw = False
444.8789 	EXP 	image_mi: image = 'pics/right_foot.JPG'
444.8789 	EXP 	image_mi: autoDraw = True
449.3834 	EXP 	image_mi: autoDraw = False
449.3834 	EXP 	image_mi: autoDraw = False
449.3834 	EXP 	text_pause: autoDraw = True
451.8701 	EXP 	New trial (rep=1, index=2): {'pic_name': 'pics/mental_singing.JPG', 'class_mi': 'mental_singing'}
451.8859 	EXP 	text_pause: autoDraw = False
451.8859 	EXP 	text_pause: autoDraw = False
451.8859 	EXP 	hor_line_precue: autoDraw = True
451.8859 	EXP 	ver_line_precue: autoDraw = True
453.8879 	EXP 	hor_line_precue: autoDraw = False
453.8879 	EXP 	ver_line_precue: autoDraw = False
453.8879 	EXP 	hor_line_precue: autoDraw = False
453.8879 	EXP 	ver_line_precue: autoDraw = False
453.8879 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
453.8879 	EXP 	image_mi: autoDraw = True
458.3924 	EXP 	image_mi: autoDraw = False
458.3924 	EXP 	image_mi: autoDraw = False
458.3924 	EXP 	text_pause: autoDraw = True
460.8792 	EXP 	New trial (rep=1, index=3): {'pic_name': 'pics/mental_singing.JPG', 'class_mi': 'mental_singing'}
460.8949 	EXP 	text_pause: autoDraw = False
460.8949 	EXP 	text_pause: autoDraw = False
460.8949 	EXP 	hor_line_precue: autoDraw = True
460.8949 	EXP 	ver_line_precue: autoDraw = True
462.8969 	EXP 	hor_line_precue: autoDraw = False
462.8969 	EXP 	ver_line_precue: autoDraw = False
462.8969 	EXP 	hor_line_precue: autoDraw = False
462.8969 	EXP 	ver_line_precue: autoDraw = False
462.8969 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
462.8969 	EXP 	image_mi: autoDraw = True
467.4013 	EXP 	image_mi: autoDraw = False
467.4013 	EXP 	image_mi: autoDraw = False
467.4013 	EXP 	text_pause: autoDraw = True
469.8880 	EXP 	New trial (rep=2, index=0): {'pic_name': 'pics/left_foot.JPG', 'class_mi': 'left_foot'}
469.9038 	EXP 	text_pause: autoDraw = False
469.9038 	EXP 	text_pause: autoDraw = False
469.9038 	EXP 	hor_line_precue: autoDraw = True
469.9038 	EXP 	ver_line_precue: autoDraw = True
471.9058 	EXP 	hor_line_precue: autoDraw = False
471.9058 	EXP 	ver_line_precue: autoDraw = False
471.9058 	EXP 	hor_line_precue: autoDraw = False
471.9058 	EXP 	ver_line_precue: autoDraw = False
471.9058 	EXP 	image_mi: image = 'pics/left_foot.JPG'
471.9058 	EXP 	image_mi: autoDraw = True
476.4103 	EXP 	image_mi: autoDraw = False
476.4103 	EXP 	image_mi: autoDraw = False
476.4103 	EXP 	text_pause: autoDraw = True
478.8971 	EXP 	New trial (rep=2, index=1): {'pic_name': 'pics/mental_singing.JPG', 'class_mi': 'mental_singing'}
478.9128 	EXP 	text_pause: autoDraw = False
478.9128 	EXP 	text_pause: autoDraw = False
478.9128 	EXP 	hor_line_precue: autoDraw = True
478.9128 	EXP 	ver_line_precue: autoDraw = True
480.9147 	EXP 	hor_line_precue: autoDraw = False
480.9147 	EXP 	ver_line_precue: autoDraw = False
480.9147 	EXP 	hor_line_precue: autoDraw = False
480.9147 	EXP 	ver_line_precue: autoDraw = False
480.9147 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
480.9147 	EXP 	image_mi: autoDraw = True
485.4193 	EXP 	image_mi: autoDraw = False
485.4193 	EXP 	image_mi: autoDraw = False
485.4193 	EXP 	text_pause: autoDraw = True
487.9060 	EXP 	New trial (rep=2, index=2): {'pic_name': 'pics/mental_singing.JPG', 'class_mi': 'mental_singing'}
487.9217 	EXP 	text_pause: autoDraw = False
487.9217 	EXP 	text_pause: autoDraw = False
487.9217 	EXP 	hor_line_precue: autoDraw = True
487.9217 	EXP 	ver_line_precue: autoDraw = True
489.9237 	EXP 	hor_line_precue: autoDraw = False
489.9237 	EXP 	ver_line_precue: autoDraw = False
489.9237 	EXP 	hor_line_precue: autoDraw = False
489.9237 	EXP 	ver_line_precue: autoDraw = False
489.9237 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
489.9237 	EXP 	image_mi: autoDraw = True
494.4282 	EXP 	image_mi: autoDraw = False
494.4282 	EXP 	image_mi: autoDraw = False
494.4282 	EXP 	text_pause: autoDraw = True
496.9147 	EXP 	New trial (rep=2, index=3): {'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand'}
496.9306 	EXP 	text_pause: autoDraw = False
496.9306 	EXP 	text_pause: autoDraw = False
496.9306 	EXP 	hor_line_precue: autoDraw = True
496.9306 	EXP 	ver_line_precue: autoDraw = True
498.9327 	EXP 	hor_line_precue: autoDraw = False
498.9327 	EXP 	ver_line_precue: autoDraw = False
498.9327 	EXP 	hor_line_precue: autoDraw = False
498.9327 	EXP 	ver_line_precue: autoDraw = False
498.9327 	EXP 	image_mi: image = 'pics/left_hand.JPG'
498.9327 	EXP 	image_mi: autoDraw = True
503.4372 	EXP 	image_mi: autoDraw = False
503.4372 	EXP 	image_mi: autoDraw = False
503.4372 	EXP 	text_pause: autoDraw = True
505.9239 	EXP 	New trial (rep=3, index=0): {'pic_name': 'pics/right_foot.JPG', 'class_mi': 'right_foot'}
505.9397 	EXP 	text_pause: autoDraw = False
505.9397 	EXP 	text_pause: autoDraw = False
505.9397 	EXP 	hor_line_precue: autoDraw = True
505.9397 	EXP 	ver_line_precue: autoDraw = True
507.9416 	EXP 	hor_line_precue: autoDraw = False
507.9416 	EXP 	ver_line_precue: autoDraw = False
507.9416 	EXP 	hor_line_precue: autoDraw = False
507.9416 	EXP 	ver_line_precue: autoDraw = False
507.9416 	EXP 	image_mi: image = 'pics/right_foot.JPG'
507.9416 	EXP 	image_mi: autoDraw = True
512.4461 	EXP 	image_mi: autoDraw = False
512.4461 	EXP 	image_mi: autoDraw = False
512.4461 	EXP 	text_pause: autoDraw = True
514.9328 	EXP 	New trial (rep=3, index=1): {'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand'}
514.9486 	EXP 	text_pause: autoDraw = False
514.9486 	EXP 	text_pause: autoDraw = False
514.9486 	EXP 	hor_line_precue: autoDraw = True
514.9486 	EXP 	ver_line_precue: autoDraw = True
516.9505 	EXP 	hor_line_precue: autoDraw = False
516.9505 	EXP 	ver_line_precue: autoDraw = False
516.9505 	EXP 	hor_line_precue: autoDraw = False
516.9505 	EXP 	ver_line_precue: autoDraw = False
516.9505 	EXP 	image_mi: image = 'pics/left_hand.JPG'
516.9505 	EXP 	image_mi: autoDraw = True
521.4551 	EXP 	image_mi: autoDraw = False
521.4551 	EXP 	image_mi: autoDraw = False
521.4551 	EXP 	text_pause: autoDraw = True
523.9418 	EXP 	New trial (rep=3, index=2): {'pic_name': 'pics/right_foot.JPG', 'class_mi': 'right_foot'}
523.9575 	EXP 	text_pause: autoDraw = False
523.9575 	EXP 	text_pause: autoDraw = False
523.9575 	EXP 	hor_line_precue: autoDraw = True
523.9575 	EXP 	ver_line_precue: autoDraw = True
525.9595 	EXP 	hor_line_precue: autoDraw = False
525.9595 	EXP 	ver_line_precue: autoDraw = False
525.9595 	EXP 	hor_line_precue: autoDraw = False
525.9595 	EXP 	ver_line_precue: autoDraw = False
525.9595 	EXP 	image_mi: image = 'pics/right_foot.JPG'
525.9595 	EXP 	image_mi: autoDraw = True
530.4639 	EXP 	image_mi: autoDraw = False
530.4639 	EXP 	image_mi: autoDraw = False
530.4639 	EXP 	text_pause: autoDraw = True
532.9507 	EXP 	New trial (rep=3, index=3): {'pic_name': 'pics/left_foot.JPG', 'class_mi': 'left_foot'}
532.9665 	EXP 	text_pause: autoDraw = False
532.9665 	EXP 	text_pause: autoDraw = False
532.9665 	EXP 	hor_line_precue: autoDraw = True
532.9665 	EXP 	ver_line_precue: autoDraw = True
534.9685 	EXP 	hor_line_precue: autoDraw = False
534.9685 	EXP 	ver_line_precue: autoDraw = False
534.9685 	EXP 	hor_line_precue: autoDraw = False
534.9685 	EXP 	ver_line_precue: autoDraw = False
534.9685 	EXP 	image_mi: image = 'pics/left_foot.JPG'
534.9685 	EXP 	image_mi: autoDraw = True
539.4730 	EXP 	image_mi: autoDraw = False
539.4730 	EXP 	image_mi: autoDraw = False
539.4730 	EXP 	text_pause: autoDraw = True
541.9597 	EXP 	New trial (rep=4, index=0): {'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand'}
541.9755 	EXP 	text_pause: autoDraw = False
541.9755 	EXP 	text_pause: autoDraw = False
541.9755 	EXP 	hor_line_precue: autoDraw = True
541.9755 	EXP 	ver_line_precue: autoDraw = True
543.9774 	EXP 	hor_line_precue: autoDraw = False
543.9774 	EXP 	ver_line_precue: autoDraw = False
543.9774 	EXP 	hor_line_precue: autoDraw = False
543.9774 	EXP 	ver_line_precue: autoDraw = False
543.9774 	EXP 	image_mi: image = 'pics/left_hand.JPG'
543.9774 	EXP 	image_mi: autoDraw = True
548.4819 	EXP 	image_mi: autoDraw = False
548.4819 	EXP 	image_mi: autoDraw = False
548.4819 	EXP 	text_pause: autoDraw = True
550.9686 	EXP 	New trial (rep=4, index=1): {'pic_name': 'pics/left_foot.JPG', 'class_mi': 'left_foot'}
550.9844 	EXP 	text_pause: autoDraw = False
550.9844 	EXP 	text_pause: autoDraw = False
550.9844 	EXP 	hor_line_precue: autoDraw = True
550.9844 	EXP 	ver_line_precue: autoDraw = True
552.9864 	EXP 	hor_line_precue: autoDraw = False
552.9864 	EXP 	ver_line_precue: autoDraw = False
552.9864 	EXP 	hor_line_precue: autoDraw = False
552.9864 	EXP 	ver_line_precue: autoDraw = False
552.9864 	EXP 	image_mi: image = 'pics/left_foot.JPG'
552.9864 	EXP 	image_mi: autoDraw = True
557.4908 	EXP 	image_mi: autoDraw = False
557.4908 	EXP 	image_mi: autoDraw = False
557.4908 	EXP 	text_pause: autoDraw = True
559.9776 	EXP 	New trial (rep=4, index=2): {'pic_name': 'pics/left_foot.JPG', 'class_mi': 'left_foot'}
559.9934 	EXP 	text_pause: autoDraw = False
559.9934 	EXP 	text_pause: autoDraw = False
559.9934 	EXP 	hor_line_precue: autoDraw = True
559.9934 	EXP 	ver_line_precue: autoDraw = True
561.9953 	EXP 	hor_line_precue: autoDraw = False
561.9953 	EXP 	ver_line_precue: autoDraw = False
561.9953 	EXP 	hor_line_precue: autoDraw = False
561.9953 	EXP 	ver_line_precue: autoDraw = False
561.9953 	EXP 	image_mi: image = 'pics/left_foot.JPG'
561.9953 	EXP 	image_mi: autoDraw = True
566.4998 	EXP 	image_mi: autoDraw = False
566.4998 	EXP 	image_mi: autoDraw = False
566.4998 	EXP 	text_pause: autoDraw = True
568.9865 	EXP 	New trial (rep=4, index=3): {'pic_name': 'pics/mental_singing.JPG', 'class_mi': 'mental_singing'}
569.0023 	EXP 	text_pause: autoDraw = False
569.0023 	EXP 	text_pause: autoDraw = False
569.0023 	EXP 	hor_line_precue: autoDraw = True
569.0023 	EXP 	ver_line_precue: autoDraw = True
571.0042 	EXP 	hor_line_precue: autoDraw = False
571.0042 	EXP 	ver_line_precue: autoDraw = False
571.0042 	EXP 	hor_line_precue: autoDraw = False
571.0042 	EXP 	ver_line_precue: autoDraw = False
571.0042 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
571.0042 	EXP 	image_mi: autoDraw = True
575.5088 	EXP 	image_mi: autoDraw = False
575.5088 	EXP 	image_mi: autoDraw = False
575.5088 	EXP 	text_pause: autoDraw = True
578.0113 	EXP 	text_pause: autoDraw = False
578.0113 	EXP 	text_pause: autoDraw = False
578.0113 	EXP 	text: autoDraw = True
648.4336 	DATA 	Mouse: Left button down, pos=(293,607)
648.5509 	DATA 	Mouse:  Left button up, pos=(293,607)
649.6682 	DATA 	Keypress: space
649.6840 	EXP 	New trial (rep=2, index=0): None
649.6991 	EXP 	text: autoDraw = False
649.6991 	EXP 	text_2: autoDraw = True
652.6929 	EXP 	Imported classes.xlsx as conditions, 4 conditions, 2 params
652.6935 	EXP 	Created sequence: fullRandom, trialTypes=4, nReps=5, seed=None
652.6938 	EXP 	New trial (rep=0, index=0): {'pic_name': 'pics/left_foot.JPG', 'class_mi': 'left_foot'}
652.7020 	EXP 	text_2: autoDraw = False
652.7020 	EXP 	hor_line_precue: autoDraw = True
652.7020 	EXP 	ver_line_precue: autoDraw = True
654.7041 	EXP 	hor_line_precue: autoDraw = False
654.7041 	EXP 	ver_line_precue: autoDraw = False
654.7041 	EXP 	hor_line_precue: autoDraw = False
654.7041 	EXP 	ver_line_precue: autoDraw = False
654.7041 	EXP 	image_mi: image = 'pics/left_foot.JPG'
654.7041 	EXP 	image_mi: autoDraw = True
659.2086 	EXP 	image_mi: autoDraw = False
659.2086 	EXP 	image_mi: autoDraw = False
659.2086 	EXP 	text_pause: autoDraw = True
661.6953 	EXP 	New trial (rep=0, index=1): {'pic_name': 'pics/right_foot.JPG', 'class_mi': 'right_foot'}
661.7112 	EXP 	text_pause: autoDraw = False
661.7112 	EXP 	text_pause: autoDraw = False
661.7112 	EXP 	hor_line_precue: autoDraw = True
661.7112 	EXP 	ver_line_precue: autoDraw = True
663.7131 	EXP 	hor_line_precue: autoDraw = False
663.7131 	EXP 	ver_line_precue: autoDraw = False
663.7131 	EXP 	hor_line_precue: autoDraw = False
663.7131 	EXP 	ver_line_precue: autoDraw = False
663.7131 	EXP 	image_mi: image = 'pics/right_foot.JPG'
663.7131 	EXP 	image_mi: autoDraw = True
668.2175 	EXP 	image_mi: autoDraw = False
668.2175 	EXP 	image_mi: autoDraw = False
668.2175 	EXP 	text_pause: autoDraw = True
670.7043 	EXP 	New trial (rep=0, index=2): {'pic_name': 'pics/mental_singing.JPG', 'class_mi': 'mental_singing'}
670.7200 	EXP 	text_pause: autoDraw = False
670.7200 	EXP 	text_pause: autoDraw = False
670.7200 	EXP 	hor_line_precue: autoDraw = True
670.7200 	EXP 	ver_line_precue: autoDraw = True
672.7220 	EXP 	hor_line_precue: autoDraw = False
672.7220 	EXP 	ver_line_precue: autoDraw = False
672.7220 	EXP 	hor_line_precue: autoDraw = False
672.7220 	EXP 	ver_line_precue: autoDraw = False
672.7220 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
672.7220 	EXP 	image_mi: autoDraw = True
677.2265 	EXP 	image_mi: autoDraw = False
677.2265 	EXP 	image_mi: autoDraw = False
677.2265 	EXP 	text_pause: autoDraw = True
679.7135 	EXP 	New trial (rep=0, index=3): {'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand'}
679.7290 	EXP 	text_pause: autoDraw = False
679.7290 	EXP 	text_pause: autoDraw = False
679.7290 	EXP 	hor_line_precue: autoDraw = True
679.7290 	EXP 	ver_line_precue: autoDraw = True
681.7310 	EXP 	hor_line_precue: autoDraw = False
681.7310 	EXP 	ver_line_precue: autoDraw = False
681.7310 	EXP 	hor_line_precue: autoDraw = False
681.7310 	EXP 	ver_line_precue: autoDraw = False
681.7310 	EXP 	image_mi: image = 'pics/left_hand.JPG'
681.7310 	EXP 	image_mi: autoDraw = True
686.2355 	EXP 	image_mi: autoDraw = False
686.2355 	EXP 	image_mi: autoDraw = False
686.2355 	EXP 	text_pause: autoDraw = True
688.7221 	EXP 	New trial (rep=1, index=0): {'pic_name': 'pics/left_foot.JPG', 'class_mi': 'left_foot'}
688.7379 	EXP 	text_pause: autoDraw = False
688.7379 	EXP 	text_pause: autoDraw = False
688.7379 	EXP 	hor_line_precue: autoDraw = True
688.7379 	EXP 	ver_line_precue: autoDraw = True
690.7399 	EXP 	hor_line_precue: autoDraw = False
690.7399 	EXP 	ver_line_precue: autoDraw = False
690.7399 	EXP 	hor_line_precue: autoDraw = False
690.7399 	EXP 	ver_line_precue: autoDraw = False
690.7399 	EXP 	image_mi: image = 'pics/left_foot.JPG'
690.7399 	EXP 	image_mi: autoDraw = True
695.2444 	EXP 	image_mi: autoDraw = False
695.2444 	EXP 	image_mi: autoDraw = False
695.2444 	EXP 	text_pause: autoDraw = True
697.7312 	EXP 	New trial (rep=1, index=1): {'pic_name': 'pics/left_foot.JPG', 'class_mi': 'left_foot'}
697.7469 	EXP 	text_pause: autoDraw = False
697.7469 	EXP 	text_pause: autoDraw = False
697.7469 	EXP 	hor_line_precue: autoDraw = True
697.7469 	EXP 	ver_line_precue: autoDraw = True
699.7489 	EXP 	hor_line_precue: autoDraw = False
699.7489 	EXP 	ver_line_precue: autoDraw = False
699.7489 	EXP 	hor_line_precue: autoDraw = False
699.7489 	EXP 	ver_line_precue: autoDraw = False
699.7489 	EXP 	image_mi: image = 'pics/left_foot.JPG'
699.7489 	EXP 	image_mi: autoDraw = True
704.2534 	EXP 	image_mi: autoDraw = False
704.2534 	EXP 	image_mi: autoDraw = False
704.2534 	EXP 	text_pause: autoDraw = True
706.7406 	EXP 	New trial (rep=1, index=2): {'pic_name': 'pics/mental_singing.JPG', 'class_mi': 'mental_singing'}
706.7559 	EXP 	text_pause: autoDraw = False
706.7559 	EXP 	text_pause: autoDraw = False
706.7559 	EXP 	hor_line_precue: autoDraw = True
706.7559 	EXP 	ver_line_precue: autoDraw = True
708.7747 	EXP 	hor_line_precue: autoDraw = False
708.7747 	EXP 	ver_line_precue: autoDraw = False
708.7747 	EXP 	hor_line_precue: autoDraw = False
708.7747 	EXP 	ver_line_precue: autoDraw = False
708.7747 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
708.7747 	EXP 	image_mi: autoDraw = True
713.2790 	EXP 	image_mi: autoDraw = False
713.2790 	EXP 	image_mi: autoDraw = False
713.2790 	EXP 	text_pause: autoDraw = True
715.7661 	EXP 	New trial (rep=1, index=3): {'pic_name': 'pics/right_foot.JPG', 'class_mi': 'right_foot'}
715.7816 	EXP 	text_pause: autoDraw = False
715.7816 	EXP 	text_pause: autoDraw = False
715.7816 	EXP 	hor_line_precue: autoDraw = True
715.7816 	EXP 	ver_line_precue: autoDraw = True
717.7836 	EXP 	hor_line_precue: autoDraw = False
717.7836 	EXP 	ver_line_precue: autoDraw = False
717.7836 	EXP 	hor_line_precue: autoDraw = False
717.7836 	EXP 	ver_line_precue: autoDraw = False
717.7836 	EXP 	image_mi: image = 'pics/right_foot.JPG'
717.7836 	EXP 	image_mi: autoDraw = True
722.2880 	EXP 	image_mi: autoDraw = False
722.2880 	EXP 	image_mi: autoDraw = False
722.2880 	EXP 	text_pause: autoDraw = True
724.7752 	EXP 	New trial (rep=2, index=0): {'pic_name': 'pics/mental_singing.JPG', 'class_mi': 'mental_singing'}
724.7905 	EXP 	text_pause: autoDraw = False
724.7905 	EXP 	text_pause: autoDraw = False
724.7905 	EXP 	hor_line_precue: autoDraw = True
724.7905 	EXP 	ver_line_precue: autoDraw = True
726.7924 	EXP 	hor_line_precue: autoDraw = False
726.7924 	EXP 	ver_line_precue: autoDraw = False
726.7924 	EXP 	hor_line_precue: autoDraw = False
726.7924 	EXP 	ver_line_precue: autoDraw = False
726.7924 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
726.7924 	EXP 	image_mi: autoDraw = True
731.2969 	EXP 	image_mi: autoDraw = False
731.2969 	EXP 	image_mi: autoDraw = False
731.2969 	EXP 	text_pause: autoDraw = True
733.7841 	EXP 	New trial (rep=2, index=1): {'pic_name': 'pics/right_foot.JPG', 'class_mi': 'right_foot'}
733.7995 	EXP 	text_pause: autoDraw = False
733.7995 	EXP 	text_pause: autoDraw = False
733.7995 	EXP 	hor_line_precue: autoDraw = True
733.7995 	EXP 	ver_line_precue: autoDraw = True
735.8015 	EXP 	hor_line_precue: autoDraw = False
735.8015 	EXP 	ver_line_precue: autoDraw = False
735.8015 	EXP 	hor_line_precue: autoDraw = False
735.8015 	EXP 	ver_line_precue: autoDraw = False
735.8015 	EXP 	image_mi: image = 'pics/right_foot.JPG'
735.8015 	EXP 	image_mi: autoDraw = True
740.3059 	EXP 	image_mi: autoDraw = False
740.3059 	EXP 	image_mi: autoDraw = False
740.3059 	EXP 	text_pause: autoDraw = True
742.7927 	EXP 	New trial (rep=2, index=2): {'pic_name': 'pics/mental_singing.JPG', 'class_mi': 'mental_singing'}
742.8084 	EXP 	text_pause: autoDraw = False
742.8084 	EXP 	text_pause: autoDraw = False
742.8084 	EXP 	hor_line_precue: autoDraw = True
742.8084 	EXP 	ver_line_precue: autoDraw = True
744.8103 	EXP 	hor_line_precue: autoDraw = False
744.8103 	EXP 	ver_line_precue: autoDraw = False
744.8103 	EXP 	hor_line_precue: autoDraw = False
744.8103 	EXP 	ver_line_precue: autoDraw = False
744.8103 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
744.8103 	EXP 	image_mi: autoDraw = True
749.3148 	EXP 	image_mi: autoDraw = False
749.3148 	EXP 	image_mi: autoDraw = False
749.3148 	EXP 	text_pause: autoDraw = True
751.8020 	EXP 	New trial (rep=2, index=3): {'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand'}
751.8173 	EXP 	text_pause: autoDraw = False
751.8173 	EXP 	text_pause: autoDraw = False
751.8173 	EXP 	hor_line_precue: autoDraw = True
751.8173 	EXP 	ver_line_precue: autoDraw = True
753.8194 	EXP 	hor_line_precue: autoDraw = False
753.8194 	EXP 	ver_line_precue: autoDraw = False
753.8194 	EXP 	hor_line_precue: autoDraw = False
753.8194 	EXP 	ver_line_precue: autoDraw = False
753.8194 	EXP 	image_mi: image = 'pics/left_hand.JPG'
753.8194 	EXP 	image_mi: autoDraw = True
758.3235 	EXP 	image_mi: autoDraw = False
758.3235 	EXP 	image_mi: autoDraw = False
758.3235 	EXP 	text_pause: autoDraw = True
760.8109 	EXP 	New trial (rep=3, index=0): {'pic_name': 'pics/right_foot.JPG', 'class_mi': 'right_foot'}
760.8263 	EXP 	text_pause: autoDraw = False
760.8263 	EXP 	text_pause: autoDraw = False
760.8263 	EXP 	hor_line_precue: autoDraw = True
760.8263 	EXP 	ver_line_precue: autoDraw = True
762.8283 	EXP 	hor_line_precue: autoDraw = False
762.8283 	EXP 	ver_line_precue: autoDraw = False
762.8283 	EXP 	hor_line_precue: autoDraw = False
762.8283 	EXP 	ver_line_precue: autoDraw = False
762.8283 	EXP 	image_mi: image = 'pics/right_foot.JPG'
762.8283 	EXP 	image_mi: autoDraw = True
767.3327 	EXP 	image_mi: autoDraw = False
767.3327 	EXP 	image_mi: autoDraw = False
767.3327 	EXP 	text_pause: autoDraw = True
769.8199 	EXP 	New trial (rep=3, index=1): {'pic_name': 'pics/left_foot.JPG', 'class_mi': 'left_foot'}
769.8353 	EXP 	text_pause: autoDraw = False
769.8353 	EXP 	text_pause: autoDraw = False
769.8353 	EXP 	hor_line_precue: autoDraw = True
769.8353 	EXP 	ver_line_precue: autoDraw = True
771.8372 	EXP 	hor_line_precue: autoDraw = False
771.8372 	EXP 	ver_line_precue: autoDraw = False
771.8372 	EXP 	hor_line_precue: autoDraw = False
771.8372 	EXP 	ver_line_precue: autoDraw = False
771.8372 	EXP 	image_mi: image = 'pics/left_foot.JPG'
771.8372 	EXP 	image_mi: autoDraw = True
776.3417 	EXP 	image_mi: autoDraw = False
776.3417 	EXP 	image_mi: autoDraw = False
776.3417 	EXP 	text_pause: autoDraw = True
778.8286 	EXP 	New trial (rep=3, index=2): {'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand'}
778.8442 	EXP 	text_pause: autoDraw = False
778.8442 	EXP 	text_pause: autoDraw = False
778.8442 	EXP 	hor_line_precue: autoDraw = True
778.8442 	EXP 	ver_line_precue: autoDraw = True
780.8462 	EXP 	hor_line_precue: autoDraw = False
780.8462 	EXP 	ver_line_precue: autoDraw = False
780.8462 	EXP 	hor_line_precue: autoDraw = False
780.8462 	EXP 	ver_line_precue: autoDraw = False
780.8462 	EXP 	image_mi: image = 'pics/left_hand.JPG'
780.8462 	EXP 	image_mi: autoDraw = True
785.3506 	EXP 	image_mi: autoDraw = False
785.3506 	EXP 	image_mi: autoDraw = False
785.3506 	EXP 	text_pause: autoDraw = True
787.8380 	EXP 	New trial (rep=3, index=3): {'pic_name': 'pics/mental_singing.JPG', 'class_mi': 'mental_singing'}
787.8532 	EXP 	text_pause: autoDraw = False
787.8532 	EXP 	text_pause: autoDraw = False
787.8532 	EXP 	hor_line_precue: autoDraw = True
787.8532 	EXP 	ver_line_precue: autoDraw = True
789.8552 	EXP 	hor_line_precue: autoDraw = False
789.8552 	EXP 	ver_line_precue: autoDraw = False
789.8552 	EXP 	hor_line_precue: autoDraw = False
789.8552 	EXP 	ver_line_precue: autoDraw = False
789.8552 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
789.8552 	EXP 	image_mi: autoDraw = True
794.3596 	EXP 	image_mi: autoDraw = False
794.3596 	EXP 	image_mi: autoDraw = False
794.3596 	EXP 	text_pause: autoDraw = True
