9.3906 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000028DF7AA8400>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000028DF7AA8700>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000028DF7AA8520>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000028DF7F67FA0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=1, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
108.2853 	EXP 	text_pause: autoDraw = False
108.2853 	EXP 	text_pause: autoDraw = False
108.2853 	EXP 	hor_line_precue: autoDraw = True
108.2853 	EXP 	ver_line_precue: autoDraw = True
110.3039 	EXP 	hor_line_precue: autoDraw = False
110.3039 	EXP 	ver_line_precue: autoDraw = False
110.3039 	EXP 	hor_line_precue: autoDraw = False
110.3039 	EXP 	ver_line_precue: autoDraw = False
110.3039 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
110.3039 	EXP 	image_mi: autoDraw = True
110.3039 	EXP 	polygon: autoDraw = True
110.3039 	EXP 	polygon_2: autoDraw = True
110.3039 	EXP 	polygon_3: autoDraw = True
110.3039 	EXP 	polygon_4: autoDraw = True
114.8085 	EXP 	image_mi: autoDraw = False
114.8085 	EXP 	polygon: autoDraw = False
114.8085 	EXP 	polygon_2: autoDraw = False
114.8085 	EXP 	polygon_3: autoDraw = False
114.8085 	EXP 	polygon_4: autoDraw = False
114.8085 	EXP 	image_mi: autoDraw = False
114.8085 	EXP 	polygon: autoDraw = False
114.8085 	EXP 	polygon_2: autoDraw = False
114.8085 	EXP 	polygon_3: autoDraw = False
114.8085 	EXP 	polygon_4: autoDraw = False
114.8085 	EXP 	text_pause: autoDraw = True
117.2952 	EXP 	New trial (rep=3, index=0): OrderedDict([('pic_name', 'pics/mental_singing.JPG'), ('class_mi', 'mental_singing')])
117.3110 	EXP 	text_pause: autoDraw = False
117.3110 	EXP 	text_pause: autoDraw = False
117.3110 	EXP 	hor_line_precue: autoDraw = True
117.3110 	EXP 	ver_line_precue: autoDraw = True
119.3297 	EXP 	hor_line_precue: autoDraw = False
119.3297 	EXP 	ver_line_precue: autoDraw = False
119.3297 	EXP 	hor_line_precue: autoDraw = False
119.3297 	EXP 	ver_line_precue: autoDraw = False
119.3297 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
119.3297 	EXP 	image_mi: autoDraw = True
119.3297 	EXP 	polygon: autoDraw = True
119.3297 	EXP 	polygon_2: autoDraw = True
119.3297 	EXP 	polygon_3: autoDraw = True
119.3297 	EXP 	polygon_4: autoDraw = True
123.8341 	EXP 	image_mi: autoDraw = False
123.8341 	EXP 	polygon: autoDraw = False
123.8341 	EXP 	polygon_2: autoDraw = False
123.8341 	EXP 	polygon_3: autoDraw = False
123.8341 	EXP 	polygon_4: autoDraw = False
123.8341 	EXP 	image_mi: autoDraw = False
123.8341 	EXP 	polygon: autoDraw = False
123.8341 	EXP 	polygon_2: autoDraw = False
123.8341 	EXP 	polygon_3: autoDraw = False
123.8341 	EXP 	polygon_4: autoDraw = False
123.8341 	EXP 	text_pause: autoDraw = True
126.3215 	EXP 	New trial (rep=3, index=1): OrderedDict([('pic_name', 'pics/feet.JPG'), ('class_mi', 'feet')])
126.3367 	EXP 	text_pause: autoDraw = False
126.3367 	EXP 	text_pause: autoDraw = False
126.3367 	EXP 	hor_line_precue: autoDraw = True
126.3367 	EXP 	ver_line_precue: autoDraw = True
128.3553 	EXP 	hor_line_precue: autoDraw = False
128.3553 	EXP 	ver_line_precue: autoDraw = False
128.3553 	EXP 	hor_line_precue: autoDraw = False
128.3553 	EXP 	ver_line_precue: autoDraw = False
128.3553 	EXP 	image_mi: image = 'pics/feet.JPG'
128.3553 	EXP 	image_mi: autoDraw = True
128.3553 	EXP 	polygon: autoDraw = True
128.3553 	EXP 	polygon_2: autoDraw = True
128.3553 	EXP 	polygon_3: autoDraw = True
128.3553 	EXP 	polygon_4: autoDraw = True
132.8598 	EXP 	image_mi: autoDraw = False
132.8598 	EXP 	polygon: autoDraw = False
132.8598 	EXP 	polygon_2: autoDraw = False
132.8598 	EXP 	polygon_3: autoDraw = False
132.8598 	EXP 	polygon_4: autoDraw = False
132.8598 	EXP 	image_mi: autoDraw = False
132.8598 	EXP 	polygon: autoDraw = False
132.8598 	EXP 	polygon_2: autoDraw = False
132.8598 	EXP 	polygon_3: autoDraw = False
132.8598 	EXP 	polygon_4: autoDraw = False
132.8598 	EXP 	text_pause: autoDraw = True
135.3467 	EXP 	New trial (rep=3, index=2): OrderedDict([('pic_name', 'pics/left_hand.JPG'), ('class_mi', 'left_hand')])
135.3622 	EXP 	text_pause: autoDraw = False
135.3622 	EXP 	text_pause: autoDraw = False
135.3622 	EXP 	hor_line_precue: autoDraw = True
135.3622 	EXP 	ver_line_precue: autoDraw = True
137.3810 	EXP 	hor_line_precue: autoDraw = False
137.3810 	EXP 	ver_line_precue: autoDraw = False
137.3810 	EXP 	hor_line_precue: autoDraw = False
137.3810 	EXP 	ver_line_precue: autoDraw = False
137.3810 	EXP 	image_mi: image = 'pics/left_hand.JPG'
137.3810 	EXP 	image_mi: autoDraw = True
137.3810 	EXP 	polygon: autoDraw = True
137.3810 	EXP 	polygon_2: autoDraw = True
137.3810 	EXP 	polygon_3: autoDraw = True
137.3810 	EXP 	polygon_4: autoDraw = True
141.8853 	EXP 	image_mi: autoDraw = False
141.8853 	EXP 	polygon: autoDraw = False
141.8853 	EXP 	polygon_2: autoDraw = False
141.8853 	EXP 	polygon_3: autoDraw = False
141.8853 	EXP 	polygon_4: autoDraw = False
141.8853 	EXP 	image_mi: autoDraw = False
141.8853 	EXP 	polygon: autoDraw = False
141.8853 	EXP 	polygon_2: autoDraw = False
141.8853 	EXP 	polygon_3: autoDraw = False
141.8853 	EXP 	polygon_4: autoDraw = False
141.8853 	EXP 	text_pause: autoDraw = True
144.3727 	EXP 	New trial (rep=3, index=3): OrderedDict([('pic_name', 'pics/feet.JPG'), ('class_mi', 'feet')])
144.3879 	EXP 	text_pause: autoDraw = False
144.3879 	EXP 	text_pause: autoDraw = False
144.3879 	EXP 	hor_line_precue: autoDraw = True
144.3879 	EXP 	ver_line_precue: autoDraw = True
146.4066 	EXP 	hor_line_precue: autoDraw = False
146.4066 	EXP 	ver_line_precue: autoDraw = False
146.4066 	EXP 	hor_line_precue: autoDraw = False
146.4066 	EXP 	ver_line_precue: autoDraw = False
146.4066 	EXP 	image_mi: image = 'pics/feet.JPG'
146.4066 	EXP 	image_mi: autoDraw = True
146.4066 	EXP 	polygon: autoDraw = True
146.4066 	EXP 	polygon_2: autoDraw = True
146.4066 	EXP 	polygon_3: autoDraw = True
146.4066 	EXP 	polygon_4: autoDraw = True
150.9110 	EXP 	image_mi: autoDraw = False
150.9110 	EXP 	polygon: autoDraw = False
150.9110 	EXP 	polygon_2: autoDraw = False
150.9110 	EXP 	polygon_3: autoDraw = False
150.9110 	EXP 	polygon_4: autoDraw = False
150.9110 	EXP 	image_mi: autoDraw = False
150.9110 	EXP 	polygon: autoDraw = False
150.9110 	EXP 	polygon_2: autoDraw = False
150.9110 	EXP 	polygon_3: autoDraw = False
150.9110 	EXP 	polygon_4: autoDraw = False
150.9110 	EXP 	text_pause: autoDraw = True
153.3988 	EXP 	New trial (rep=4, index=0): OrderedDict([('pic_name', 'pics/right_hand.JPG'), ('class_mi', 'right_hand')])
153.4136 	EXP 	text_pause: autoDraw = False
153.4136 	EXP 	text_pause: autoDraw = False
153.4136 	EXP 	hor_line_precue: autoDraw = True
153.4136 	EXP 	ver_line_precue: autoDraw = True
155.4322 	EXP 	hor_line_precue: autoDraw = False
155.4322 	EXP 	ver_line_precue: autoDraw = False
155.4322 	EXP 	hor_line_precue: autoDraw = False
155.4322 	EXP 	ver_line_precue: autoDraw = False
155.4322 	EXP 	image_mi: image = 'pics/right_hand.JPG'
155.4322 	EXP 	image_mi: autoDraw = True
155.4322 	EXP 	polygon: autoDraw = True
155.4322 	EXP 	polygon_2: autoDraw = True
155.4322 	EXP 	polygon_3: autoDraw = True
155.4322 	EXP 	polygon_4: autoDraw = True
159.9535 	EXP 	image_mi: autoDraw = False
159.9535 	EXP 	polygon: autoDraw = False
159.9535 	EXP 	polygon_2: autoDraw = False
159.9535 	EXP 	polygon_3: autoDraw = False
159.9535 	EXP 	polygon_4: autoDraw = False
159.9535 	EXP 	image_mi: autoDraw = False
159.9535 	EXP 	polygon: autoDraw = False
159.9535 	EXP 	polygon_2: autoDraw = False
159.9535 	EXP 	polygon_3: autoDraw = False
159.9535 	EXP 	polygon_4: autoDraw = False
159.9535 	EXP 	text_pause: autoDraw = True
162.4407 	EXP 	New trial (rep=4, index=1): OrderedDict([('pic_name', 'pics/mental_singing.JPG'), ('class_mi', 'mental_singing')])
162.4558 	EXP 	text_pause: autoDraw = False
162.4558 	EXP 	text_pause: autoDraw = False
162.4558 	EXP 	hor_line_precue: autoDraw = True
162.4558 	EXP 	ver_line_precue: autoDraw = True
164.4745 	EXP 	hor_line_precue: autoDraw = False
164.4745 	EXP 	ver_line_precue: autoDraw = False
164.4745 	EXP 	hor_line_precue: autoDraw = False
164.4745 	EXP 	ver_line_precue: autoDraw = False
164.4745 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
164.4745 	EXP 	image_mi: autoDraw = True
164.4745 	EXP 	polygon: autoDraw = True
164.4745 	EXP 	polygon_2: autoDraw = True
164.4745 	EXP 	polygon_3: autoDraw = True
164.4745 	EXP 	polygon_4: autoDraw = True
168.9789 	EXP 	image_mi: autoDraw = False
168.9789 	EXP 	polygon: autoDraw = False
168.9789 	EXP 	polygon_2: autoDraw = False
168.9789 	EXP 	polygon_3: autoDraw = False
168.9789 	EXP 	polygon_4: autoDraw = False
168.9789 	EXP 	image_mi: autoDraw = False
168.9789 	EXP 	polygon: autoDraw = False
168.9789 	EXP 	polygon_2: autoDraw = False
168.9789 	EXP 	polygon_3: autoDraw = False
168.9789 	EXP 	polygon_4: autoDraw = False
168.9789 	EXP 	text_pause: autoDraw = True
171.4665 	EXP 	New trial (rep=4, index=2): OrderedDict([('pic_name', 'pics/right_hand.JPG'), ('class_mi', 'right_hand')])
171.4815 	EXP 	text_pause: autoDraw = False
171.4815 	EXP 	text_pause: autoDraw = False
171.4815 	EXP 	hor_line_precue: autoDraw = True
171.4815 	EXP 	ver_line_precue: autoDraw = True
173.5000 	EXP 	hor_line_precue: autoDraw = False
173.5000 	EXP 	ver_line_precue: autoDraw = False
173.5000 	EXP 	hor_line_precue: autoDraw = False
173.5000 	EXP 	ver_line_precue: autoDraw = False
173.5000 	EXP 	image_mi: image = 'pics/right_hand.JPG'
173.5000 	EXP 	image_mi: autoDraw = True
173.5000 	EXP 	polygon: autoDraw = True
173.5000 	EXP 	polygon_2: autoDraw = True
173.5000 	EXP 	polygon_3: autoDraw = True
173.5000 	EXP 	polygon_4: autoDraw = True
178.0046 	EXP 	image_mi: autoDraw = False
178.0046 	EXP 	polygon: autoDraw = False
178.0046 	EXP 	polygon_2: autoDraw = False
178.0046 	EXP 	polygon_3: autoDraw = False
178.0046 	EXP 	polygon_4: autoDraw = False
178.0046 	EXP 	image_mi: autoDraw = False
178.0046 	EXP 	polygon: autoDraw = False
178.0046 	EXP 	polygon_2: autoDraw = False
178.0046 	EXP 	polygon_3: autoDraw = False
178.0046 	EXP 	polygon_4: autoDraw = False
178.0046 	EXP 	text_pause: autoDraw = True
180.4919 	EXP 	New trial (rep=4, index=3): OrderedDict([('pic_name', 'pics/right_hand.JPG'), ('class_mi', 'right_hand')])
180.5071 	EXP 	text_pause: autoDraw = False
180.5071 	EXP 	text_pause: autoDraw = False
180.5071 	EXP 	hor_line_precue: autoDraw = True
180.5071 	EXP 	ver_line_precue: autoDraw = True
182.5257 	EXP 	hor_line_precue: autoDraw = False
182.5257 	EXP 	ver_line_precue: autoDraw = False
182.5257 	EXP 	hor_line_precue: autoDraw = False
182.5257 	EXP 	ver_line_precue: autoDraw = False
182.5257 	EXP 	image_mi: image = 'pics/right_hand.JPG'
182.5257 	EXP 	image_mi: autoDraw = True
182.5257 	EXP 	polygon: autoDraw = True
182.5257 	EXP 	polygon_2: autoDraw = True
182.5257 	EXP 	polygon_3: autoDraw = True
182.5257 	EXP 	polygon_4: autoDraw = True
187.0302 	EXP 	image_mi: autoDraw = False
187.0302 	EXP 	polygon: autoDraw = False
187.0302 	EXP 	polygon_2: autoDraw = False
187.0302 	EXP 	polygon_3: autoDraw = False
187.0302 	EXP 	polygon_4: autoDraw = False
187.0302 	EXP 	image_mi: autoDraw = False
187.0302 	EXP 	polygon: autoDraw = False
187.0302 	EXP 	polygon_2: autoDraw = False
187.0302 	EXP 	polygon_3: autoDraw = False
187.0302 	EXP 	polygon_4: autoDraw = False
187.0302 	EXP 	text_pause: autoDraw = True
189.5328 	EXP 	text_pause: autoDraw = False
189.5328 	EXP 	text_pause: autoDraw = False
189.5328 	EXP 	text: autoDraw = True
233.8142 	DATA 	Keypress: lalt
238.3700 	DATA 	Mouse: Left button down, pos=(1919,543)
238.4844 	DATA 	Mouse:  Left button up, pos=(1919,543)
239.1860 	DATA 	Keypress: escape
239.3167 	EXP 	online_paradigm: status = STOPPED
239.3320 	EXP 	text: autoDraw = False
239.3322 	EXP 	online_paradigm: status = STOPPED
239.4144 	EXP 	window1: mouseVisible = True
