10.3885 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001480D1485E0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001480D148910>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001480D148700>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001480D601250>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=1, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
109.4821 	EXP 	ver_line_precue: autoDraw = False
109.4821 	EXP 	hor_line_precue: autoDraw = False
109.4821 	EXP 	ver_line_precue: autoDraw = False
109.4821 	EXP 	image_mi: image = 'pics/right_foot.JPG'
109.4821 	EXP 	image_mi: autoDraw = True
109.4821 	EXP 	polygon: autoDraw = True
109.4821 	EXP 	polygon_2: autoDraw = True
109.4821 	EXP 	polygon_3: autoDraw = True
109.4821 	EXP 	polygon_4: autoDraw = True
113.9864 	EXP 	image_mi: autoDraw = False
113.9864 	EXP 	polygon: autoDraw = False
113.9864 	EXP 	polygon_2: autoDraw = False
113.9864 	EXP 	polygon_3: autoDraw = False
113.9864 	EXP 	polygon_4: autoDraw = False
113.9864 	EXP 	image_mi: autoDraw = False
113.9864 	EXP 	polygon: autoDraw = False
113.9864 	EXP 	polygon_2: autoDraw = False
113.9864 	EXP 	polygon_3: autoDraw = False
113.9864 	EXP 	polygon_4: autoDraw = False
113.9864 	EXP 	text_pause: autoDraw = True
116.4734 	EXP 	New trial (rep=3, index=0): {'pic_name': 'pics/left_foot.JPG', 'class_mi': 'left_foot'}
116.4890 	EXP 	text_pause: autoDraw = False
116.4890 	EXP 	text_pause: autoDraw = False
116.4890 	EXP 	hor_line_precue: autoDraw = True
116.4890 	EXP 	ver_line_precue: autoDraw = True
118.5078 	EXP 	hor_line_precue: autoDraw = False
118.5078 	EXP 	ver_line_precue: autoDraw = False
118.5078 	EXP 	hor_line_precue: autoDraw = False
118.5078 	EXP 	ver_line_precue: autoDraw = False
118.5078 	EXP 	image_mi: image = 'pics/left_foot.JPG'
118.5078 	EXP 	image_mi: autoDraw = True
118.5078 	EXP 	polygon: autoDraw = True
118.5078 	EXP 	polygon_2: autoDraw = True
118.5078 	EXP 	polygon_3: autoDraw = True
118.5078 	EXP 	polygon_4: autoDraw = True
123.0122 	EXP 	image_mi: autoDraw = False
123.0122 	EXP 	polygon: autoDraw = False
123.0122 	EXP 	polygon_2: autoDraw = False
123.0122 	EXP 	polygon_3: autoDraw = False
123.0122 	EXP 	polygon_4: autoDraw = False
123.0122 	EXP 	image_mi: autoDraw = False
123.0122 	EXP 	polygon: autoDraw = False
123.0122 	EXP 	polygon_2: autoDraw = False
123.0122 	EXP 	polygon_3: autoDraw = False
123.0122 	EXP 	polygon_4: autoDraw = False
123.0122 	EXP 	text_pause: autoDraw = True
125.4991 	EXP 	New trial (rep=3, index=1): {'pic_name': 'pics/right_foot.JPG', 'class_mi': 'right_foot'}
125.5147 	EXP 	text_pause: autoDraw = False
125.5147 	EXP 	text_pause: autoDraw = False
125.5147 	EXP 	hor_line_precue: autoDraw = True
125.5147 	EXP 	ver_line_precue: autoDraw = True
127.5334 	EXP 	hor_line_precue: autoDraw = False
127.5334 	EXP 	ver_line_precue: autoDraw = False
127.5334 	EXP 	hor_line_precue: autoDraw = False
127.5334 	EXP 	ver_line_precue: autoDraw = False
127.5334 	EXP 	image_mi: image = 'pics/right_foot.JPG'
127.5334 	EXP 	image_mi: autoDraw = True
127.5334 	EXP 	polygon: autoDraw = True
127.5334 	EXP 	polygon_2: autoDraw = True
127.5334 	EXP 	polygon_3: autoDraw = True
127.5334 	EXP 	polygon_4: autoDraw = True
132.0378 	EXP 	image_mi: autoDraw = False
132.0378 	EXP 	polygon: autoDraw = False
132.0378 	EXP 	polygon_2: autoDraw = False
132.0378 	EXP 	polygon_3: autoDraw = False
132.0378 	EXP 	polygon_4: autoDraw = False
132.0378 	EXP 	image_mi: autoDraw = False
132.0378 	EXP 	polygon: autoDraw = False
132.0378 	EXP 	polygon_2: autoDraw = False
132.0378 	EXP 	polygon_3: autoDraw = False
132.0378 	EXP 	polygon_4: autoDraw = False
132.0378 	EXP 	text_pause: autoDraw = True
134.5248 	EXP 	New trial (rep=3, index=2): {'pic_name': 'pics/right_foot.JPG', 'class_mi': 'right_foot'}
134.5405 	EXP 	text_pause: autoDraw = False
134.5405 	EXP 	text_pause: autoDraw = False
134.5405 	EXP 	hor_line_precue: autoDraw = True
134.5405 	EXP 	ver_line_precue: autoDraw = True
136.5422 	EXP 	hor_line_precue: autoDraw = False
136.5422 	EXP 	ver_line_precue: autoDraw = False
136.5422 	EXP 	hor_line_precue: autoDraw = False
136.5422 	EXP 	ver_line_precue: autoDraw = False
136.5422 	EXP 	image_mi: image = 'pics/right_foot.JPG'
136.5422 	EXP 	image_mi: autoDraw = True
136.5422 	EXP 	polygon: autoDraw = True
136.5422 	EXP 	polygon_2: autoDraw = True
136.5422 	EXP 	polygon_3: autoDraw = True
136.5422 	EXP 	polygon_4: autoDraw = True
141.0467 	EXP 	image_mi: autoDraw = False
141.0467 	EXP 	polygon: autoDraw = False
141.0467 	EXP 	polygon_2: autoDraw = False
141.0467 	EXP 	polygon_3: autoDraw = False
141.0467 	EXP 	polygon_4: autoDraw = False
141.0467 	EXP 	image_mi: autoDraw = False
141.0467 	EXP 	polygon: autoDraw = False
141.0467 	EXP 	polygon_2: autoDraw = False
141.0467 	EXP 	polygon_3: autoDraw = False
141.0467 	EXP 	polygon_4: autoDraw = False
141.0467 	EXP 	text_pause: autoDraw = True
143.5343 	EXP 	New trial (rep=3, index=3): {'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand'}
143.5492 	EXP 	text_pause: autoDraw = False
143.5492 	EXP 	text_pause: autoDraw = False
143.5492 	EXP 	hor_line_precue: autoDraw = True
143.5492 	EXP 	ver_line_precue: autoDraw = True
145.5679 	EXP 	hor_line_precue: autoDraw = False
145.5679 	EXP 	ver_line_precue: autoDraw = False
145.5679 	EXP 	hor_line_precue: autoDraw = False
145.5679 	EXP 	ver_line_precue: autoDraw = False
145.5679 	EXP 	image_mi: image = 'pics/left_hand.JPG'
145.5679 	EXP 	image_mi: autoDraw = True
145.5679 	EXP 	polygon: autoDraw = True
145.5679 	EXP 	polygon_2: autoDraw = True
145.5679 	EXP 	polygon_3: autoDraw = True
145.5679 	EXP 	polygon_4: autoDraw = True
150.0724 	EXP 	image_mi: autoDraw = False
150.0724 	EXP 	polygon: autoDraw = False
150.0724 	EXP 	polygon_2: autoDraw = False
150.0724 	EXP 	polygon_3: autoDraw = False
150.0724 	EXP 	polygon_4: autoDraw = False
150.0724 	EXP 	image_mi: autoDraw = False
150.0724 	EXP 	polygon: autoDraw = False
150.0724 	EXP 	polygon_2: autoDraw = False
150.0724 	EXP 	polygon_3: autoDraw = False
150.0724 	EXP 	polygon_4: autoDraw = False
150.0724 	EXP 	text_pause: autoDraw = True
152.5590 	EXP 	New trial (rep=4, index=0): {'pic_name': 'pics/mental_singing.JPG', 'class_mi': 'mental_singing'}
152.5748 	EXP 	text_pause: autoDraw = False
152.5748 	EXP 	text_pause: autoDraw = False
152.5748 	EXP 	hor_line_precue: autoDraw = True
152.5748 	EXP 	ver_line_precue: autoDraw = True
154.5935 	EXP 	hor_line_precue: autoDraw = False
154.5935 	EXP 	ver_line_precue: autoDraw = False
154.5935 	EXP 	hor_line_precue: autoDraw = False
154.5935 	EXP 	ver_line_precue: autoDraw = False
154.5935 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
154.5935 	EXP 	image_mi: autoDraw = True
154.5935 	EXP 	polygon: autoDraw = True
154.5935 	EXP 	polygon_2: autoDraw = True
154.5935 	EXP 	polygon_3: autoDraw = True
154.5935 	EXP 	polygon_4: autoDraw = True
159.0981 	EXP 	image_mi: autoDraw = False
159.0981 	EXP 	polygon: autoDraw = False
159.0981 	EXP 	polygon_2: autoDraw = False
159.0981 	EXP 	polygon_3: autoDraw = False
159.0981 	EXP 	polygon_4: autoDraw = False
159.0981 	EXP 	image_mi: autoDraw = False
159.0981 	EXP 	polygon: autoDraw = False
159.0981 	EXP 	polygon_2: autoDraw = False
159.0981 	EXP 	polygon_3: autoDraw = False
159.0981 	EXP 	polygon_4: autoDraw = False
159.0981 	EXP 	text_pause: autoDraw = True
161.5847 	EXP 	New trial (rep=4, index=1): {'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand'}
161.6005 	EXP 	text_pause: autoDraw = False
161.6005 	EXP 	text_pause: autoDraw = False
161.6005 	EXP 	hor_line_precue: autoDraw = True
161.6005 	EXP 	ver_line_precue: autoDraw = True
163.6024 	EXP 	hor_line_precue: autoDraw = False
163.6024 	EXP 	ver_line_precue: autoDraw = False
163.6024 	EXP 	hor_line_precue: autoDraw = False
163.6024 	EXP 	ver_line_precue: autoDraw = False
163.6024 	EXP 	image_mi: image = 'pics/left_hand.JPG'
163.6024 	EXP 	image_mi: autoDraw = True
163.6024 	EXP 	polygon: autoDraw = True
163.6024 	EXP 	polygon_2: autoDraw = True
163.6024 	EXP 	polygon_3: autoDraw = True
163.6024 	EXP 	polygon_4: autoDraw = True
168.1070 	EXP 	image_mi: autoDraw = False
168.1070 	EXP 	polygon: autoDraw = False
168.1070 	EXP 	polygon_2: autoDraw = False
168.1070 	EXP 	polygon_3: autoDraw = False
168.1070 	EXP 	polygon_4: autoDraw = False
168.1070 	EXP 	image_mi: autoDraw = False
168.1070 	EXP 	polygon: autoDraw = False
168.1070 	EXP 	polygon_2: autoDraw = False
168.1070 	EXP 	polygon_3: autoDraw = False
168.1070 	EXP 	polygon_4: autoDraw = False
168.1070 	EXP 	text_pause: autoDraw = True
170.5945 	EXP 	New trial (rep=4, index=2): {'pic_name': 'pics/mental_singing.JPG', 'class_mi': 'mental_singing'}
170.6154 	EXP 	text_pause: autoDraw = False
170.6154 	EXP 	text_pause: autoDraw = False
170.6154 	EXP 	hor_line_precue: autoDraw = True
170.6154 	EXP 	ver_line_precue: autoDraw = True
172.6447 	EXP 	hor_line_precue: autoDraw = False
172.6447 	EXP 	ver_line_precue: autoDraw = False
172.6447 	EXP 	hor_line_precue: autoDraw = False
172.6447 	EXP 	ver_line_precue: autoDraw = False
172.6447 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
172.6447 	EXP 	image_mi: autoDraw = True
172.6447 	EXP 	polygon: autoDraw = True
172.6447 	EXP 	polygon_2: autoDraw = True
172.6447 	EXP 	polygon_3: autoDraw = True
172.6447 	EXP 	polygon_4: autoDraw = True
177.1493 	EXP 	image_mi: autoDraw = False
177.1493 	EXP 	polygon: autoDraw = False
177.1493 	EXP 	polygon_2: autoDraw = False
177.1493 	EXP 	polygon_3: autoDraw = False
177.1493 	EXP 	polygon_4: autoDraw = False
177.1493 	EXP 	image_mi: autoDraw = False
177.1493 	EXP 	polygon: autoDraw = False
177.1493 	EXP 	polygon_2: autoDraw = False
177.1493 	EXP 	polygon_3: autoDraw = False
177.1493 	EXP 	polygon_4: autoDraw = False
177.1493 	EXP 	text_pause: autoDraw = True
179.6363 	EXP 	New trial (rep=4, index=3): {'pic_name': 'pics/mental_singing.JPG', 'class_mi': 'mental_singing'}
179.6517 	EXP 	text_pause: autoDraw = False
179.6517 	EXP 	text_pause: autoDraw = False
179.6517 	EXP 	hor_line_precue: autoDraw = True
179.6517 	EXP 	ver_line_precue: autoDraw = True
181.6704 	EXP 	hor_line_precue: autoDraw = False
181.6704 	EXP 	ver_line_precue: autoDraw = False
181.6704 	EXP 	hor_line_precue: autoDraw = False
181.6704 	EXP 	ver_line_precue: autoDraw = False
181.6704 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
181.6704 	EXP 	image_mi: autoDraw = True
181.6704 	EXP 	polygon: autoDraw = True
181.6704 	EXP 	polygon_2: autoDraw = True
181.6704 	EXP 	polygon_3: autoDraw = True
181.6704 	EXP 	polygon_4: autoDraw = True
186.1748 	EXP 	image_mi: autoDraw = False
186.1748 	EXP 	polygon: autoDraw = False
186.1748 	EXP 	polygon_2: autoDraw = False
186.1748 	EXP 	polygon_3: autoDraw = False
186.1748 	EXP 	polygon_4: autoDraw = False
186.1748 	EXP 	image_mi: autoDraw = False
186.1748 	EXP 	polygon: autoDraw = False
186.1748 	EXP 	polygon_2: autoDraw = False
186.1748 	EXP 	polygon_3: autoDraw = False
186.1748 	EXP 	polygon_4: autoDraw = False
186.1748 	EXP 	text_pause: autoDraw = True
188.6773 	EXP 	text_pause: autoDraw = False
188.6773 	EXP 	text_pause: autoDraw = False
188.6773 	EXP 	text: autoDraw = True
211.6567 	DATA 	Mouse: Left button down, pos=(548,753)
211.8031 	DATA 	Mouse:  Left button up, pos=(548,753)
212.9877 	EXP 	New trial (rep=1, index=0): None
212.9910 	DATA 	Keypress: space
213.0014 	EXP 	text: autoDraw = False
213.0014 	EXP 	text_2: autoDraw = True
215.9942 	EXP 	Imported classes.xlsx as conditions, 4 conditions, 2 params
215.9947 	EXP 	Created sequence: fullRandom, trialTypes=4, nReps=5, seed=None
215.9949 	EXP 	New trial (rep=0, index=0): {'pic_name': 'pics/mental_singing.JPG', 'class_mi': 'mental_singing'}
216.0044 	EXP 	text_2: autoDraw = False
216.0044 	EXP 	hor_line_precue: autoDraw = True
216.0044 	EXP 	ver_line_precue: autoDraw = True
218.0232 	EXP 	hor_line_precue: autoDraw = False
218.0232 	EXP 	ver_line_precue: autoDraw = False
218.0232 	EXP 	hor_line_precue: autoDraw = False
218.0232 	EXP 	ver_line_precue: autoDraw = False
218.0232 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
218.0232 	EXP 	image_mi: autoDraw = True
218.0232 	EXP 	polygon: autoDraw = True
218.0232 	EXP 	polygon_2: autoDraw = True
218.0232 	EXP 	polygon_3: autoDraw = True
218.0232 	EXP 	polygon_4: autoDraw = True
222.5277 	EXP 	image_mi: autoDraw = False
222.5277 	EXP 	polygon: autoDraw = False
222.5277 	EXP 	polygon_2: autoDraw = False
222.5277 	EXP 	polygon_3: autoDraw = False
222.5277 	EXP 	polygon_4: autoDraw = False
222.5277 	EXP 	image_mi: autoDraw = False
222.5277 	EXP 	polygon: autoDraw = False
222.5277 	EXP 	polygon_2: autoDraw = False
222.5277 	EXP 	polygon_3: autoDraw = False
222.5277 	EXP 	polygon_4: autoDraw = False
222.5277 	EXP 	text_pause: autoDraw = True
225.0150 	EXP 	New trial (rep=0, index=1): {'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand'}
225.0302 	EXP 	text_pause: autoDraw = False
225.0302 	EXP 	text_pause: autoDraw = False
225.0302 	EXP 	hor_line_precue: autoDraw = True
225.0302 	EXP 	ver_line_precue: autoDraw = True
227.0489 	EXP 	hor_line_precue: autoDraw = False
227.0489 	EXP 	ver_line_precue: autoDraw = False
227.0489 	EXP 	hor_line_precue: autoDraw = False
227.0489 	EXP 	ver_line_precue: autoDraw = False
227.0489 	EXP 	image_mi: image = 'pics/left_hand.JPG'
227.0489 	EXP 	image_mi: autoDraw = True
227.0489 	EXP 	polygon: autoDraw = True
227.0489 	EXP 	polygon_2: autoDraw = True
227.0489 	EXP 	polygon_3: autoDraw = True
227.0489 	EXP 	polygon_4: autoDraw = True
231.5533 	EXP 	image_mi: autoDraw = False
231.5533 	EXP 	polygon: autoDraw = False
231.5533 	EXP 	polygon_2: autoDraw = False
231.5533 	EXP 	polygon_3: autoDraw = False
231.5533 	EXP 	polygon_4: autoDraw = False
231.5533 	EXP 	image_mi: autoDraw = False
231.5533 	EXP 	polygon: autoDraw = False
231.5533 	EXP 	polygon_2: autoDraw = False
231.5533 	EXP 	polygon_3: autoDraw = False
231.5533 	EXP 	polygon_4: autoDraw = False
231.5533 	EXP 	text_pause: autoDraw = True
234.0400 	EXP 	New trial (rep=0, index=2): {'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand'}
234.0557 	EXP 	text_pause: autoDraw = False
234.0557 	EXP 	text_pause: autoDraw = False
234.0557 	EXP 	hor_line_precue: autoDraw = True
234.0557 	EXP 	ver_line_precue: autoDraw = True
236.0744 	EXP 	hor_line_precue: autoDraw = False
236.0744 	EXP 	ver_line_precue: autoDraw = False
236.0744 	EXP 	hor_line_precue: autoDraw = False
236.0744 	EXP 	ver_line_precue: autoDraw = False
236.0744 	EXP 	image_mi: image = 'pics/left_hand.JPG'
236.0744 	EXP 	image_mi: autoDraw = True
236.0744 	EXP 	polygon: autoDraw = True
236.0744 	EXP 	polygon_2: autoDraw = True
236.0744 	EXP 	polygon_3: autoDraw = True
236.0744 	EXP 	polygon_4: autoDraw = True
240.5956 	EXP 	image_mi: autoDraw = False
240.5956 	EXP 	polygon: autoDraw = False
240.5956 	EXP 	polygon_2: autoDraw = False
240.5956 	EXP 	polygon_3: autoDraw = False
240.5956 	EXP 	polygon_4: autoDraw = False
240.5956 	EXP 	image_mi: autoDraw = False
240.5956 	EXP 	polygon: autoDraw = False
240.5956 	EXP 	polygon_2: autoDraw = False
240.5956 	EXP 	polygon_3: autoDraw = False
240.5956 	EXP 	polygon_4: autoDraw = False
240.5956 	EXP 	text_pause: autoDraw = True
243.0825 	EXP 	New trial (rep=0, index=3): {'pic_name': 'pics/left_foot.JPG', 'class_mi': 'left_foot'}
243.0981 	EXP 	text_pause: autoDraw = False
243.0981 	EXP 	text_pause: autoDraw = False
243.0981 	EXP 	hor_line_precue: autoDraw = True
243.0981 	EXP 	ver_line_precue: autoDraw = True
245.1167 	EXP 	hor_line_precue: autoDraw = False
245.1167 	EXP 	ver_line_precue: autoDraw = False
245.1167 	EXP 	hor_line_precue: autoDraw = False
245.1167 	EXP 	ver_line_precue: autoDraw = False
245.1167 	EXP 	image_mi: image = 'pics/left_foot.JPG'
245.1167 	EXP 	image_mi: autoDraw = True
245.1167 	EXP 	polygon: autoDraw = True
245.1167 	EXP 	polygon_2: autoDraw = True
245.1167 	EXP 	polygon_3: autoDraw = True
245.1167 	EXP 	polygon_4: autoDraw = True
249.6379 	EXP 	image_mi: autoDraw = False
249.6379 	EXP 	polygon: autoDraw = False
249.6379 	EXP 	polygon_2: autoDraw = False
249.6379 	EXP 	polygon_3: autoDraw = False
249.6379 	EXP 	polygon_4: autoDraw = False
249.6379 	EXP 	image_mi: autoDraw = False
249.6379 	EXP 	polygon: autoDraw = False
249.6379 	EXP 	polygon_2: autoDraw = False
249.6379 	EXP 	polygon_3: autoDraw = False
249.6379 	EXP 	polygon_4: autoDraw = False
249.6379 	EXP 	text_pause: autoDraw = True
252.1255 	EXP 	New trial (rep=1, index=0): {'pic_name': 'pics/left_foot.JPG', 'class_mi': 'left_foot'}
252.1404 	EXP 	text_pause: autoDraw = False
252.1404 	EXP 	text_pause: autoDraw = False
252.1404 	EXP 	hor_line_precue: autoDraw = True
252.1404 	EXP 	ver_line_precue: autoDraw = True
254.1590 	EXP 	hor_line_precue: autoDraw = False
254.1590 	EXP 	ver_line_precue: autoDraw = False
254.1590 	EXP 	hor_line_precue: autoDraw = False
254.1590 	EXP 	ver_line_precue: autoDraw = False
254.1590 	EXP 	image_mi: image = 'pics/left_foot.JPG'
254.1590 	EXP 	image_mi: autoDraw = True
254.1590 	EXP 	polygon: autoDraw = True
254.1590 	EXP 	polygon_2: autoDraw = True
254.1590 	EXP 	polygon_3: autoDraw = True
254.1590 	EXP 	polygon_4: autoDraw = True
258.6635 	EXP 	image_mi: autoDraw = False
258.6635 	EXP 	polygon: autoDraw = False
258.6635 	EXP 	polygon_2: autoDraw = False
258.6635 	EXP 	polygon_3: autoDraw = False
258.6635 	EXP 	polygon_4: autoDraw = False
258.6635 	EXP 	image_mi: autoDraw = False
258.6635 	EXP 	polygon: autoDraw = False
258.6635 	EXP 	polygon_2: autoDraw = False
258.6635 	EXP 	polygon_3: autoDraw = False
258.6635 	EXP 	polygon_4: autoDraw = False
258.6635 	EXP 	text_pause: autoDraw = True
261.1508 	EXP 	New trial (rep=1, index=1): {'pic_name': 'pics/mental_singing.JPG', 'class_mi': 'mental_singing'}
261.1658 	EXP 	text_pause: autoDraw = False
261.1658 	EXP 	text_pause: autoDraw = False
261.1658 	EXP 	hor_line_precue: autoDraw = True
261.1658 	EXP 	ver_line_precue: autoDraw = True
263.1846 	EXP 	hor_line_precue: autoDraw = False
263.1846 	EXP 	ver_line_precue: autoDraw = False
263.1846 	EXP 	hor_line_precue: autoDraw = False
263.1846 	EXP 	ver_line_precue: autoDraw = False
263.1846 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
263.1846 	EXP 	image_mi: autoDraw = True
263.1846 	EXP 	polygon: autoDraw = True
263.1846 	EXP 	polygon_2: autoDraw = True
263.1846 	EXP 	polygon_3: autoDraw = True
263.1846 	EXP 	polygon_4: autoDraw = True
267.7058 	EXP 	image_mi: autoDraw = False
267.7058 	EXP 	polygon: autoDraw = False
267.7058 	EXP 	polygon_2: autoDraw = False
267.7058 	EXP 	polygon_3: autoDraw = False
267.7058 	EXP 	polygon_4: autoDraw = False
267.7058 	EXP 	image_mi: autoDraw = False
267.7058 	EXP 	polygon: autoDraw = False
267.7058 	EXP 	polygon_2: autoDraw = False
267.7058 	EXP 	polygon_3: autoDraw = False
267.7058 	EXP 	polygon_4: autoDraw = False
267.7058 	EXP 	text_pause: autoDraw = True
270.1932 	EXP 	New trial (rep=1, index=2): {'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand'}
270.2083 	EXP 	text_pause: autoDraw = False
270.2083 	EXP 	text_pause: autoDraw = False
270.2083 	EXP 	hor_line_precue: autoDraw = True
270.2083 	EXP 	ver_line_precue: autoDraw = True
272.2102 	EXP 	hor_line_precue: autoDraw = False
272.2102 	EXP 	ver_line_precue: autoDraw = False
272.2102 	EXP 	hor_line_precue: autoDraw = False
272.2102 	EXP 	ver_line_precue: autoDraw = False
272.2102 	EXP 	image_mi: image = 'pics/left_hand.JPG'
272.2102 	EXP 	image_mi: autoDraw = True
272.2102 	EXP 	polygon: autoDraw = True
272.2102 	EXP 	polygon_2: autoDraw = True
272.2102 	EXP 	polygon_3: autoDraw = True
272.2102 	EXP 	polygon_4: autoDraw = True
276.7146 	EXP 	image_mi: autoDraw = False
276.7146 	EXP 	polygon: autoDraw = False
276.7146 	EXP 	polygon_2: autoDraw = False
276.7146 	EXP 	polygon_3: autoDraw = False
276.7146 	EXP 	polygon_4: autoDraw = False
276.7146 	EXP 	image_mi: autoDraw = False
276.7146 	EXP 	polygon: autoDraw = False
276.7146 	EXP 	polygon_2: autoDraw = False
276.7146 	EXP 	polygon_3: autoDraw = False
276.7146 	EXP 	polygon_4: autoDraw = False
276.7146 	EXP 	text_pause: autoDraw = True
279.2022 	EXP 	New trial (rep=1, index=3): {'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand'}
279.2172 	EXP 	text_pause: autoDraw = False
279.2172 	EXP 	text_pause: autoDraw = False
279.2172 	EXP 	hor_line_precue: autoDraw = True
279.2172 	EXP 	ver_line_precue: autoDraw = True
281.2359 	EXP 	hor_line_precue: autoDraw = False
281.2359 	EXP 	ver_line_precue: autoDraw = False
281.2359 	EXP 	hor_line_precue: autoDraw = False
281.2359 	EXP 	ver_line_precue: autoDraw = False
281.2359 	EXP 	image_mi: image = 'pics/left_hand.JPG'
281.2359 	EXP 	image_mi: autoDraw = True
281.2359 	EXP 	polygon: autoDraw = True
281.2359 	EXP 	polygon_2: autoDraw = True
281.2359 	EXP 	polygon_3: autoDraw = True
281.2359 	EXP 	polygon_4: autoDraw = True
285.7403 	EXP 	image_mi: autoDraw = False
285.7403 	EXP 	polygon: autoDraw = False
285.7403 	EXP 	polygon_2: autoDraw = False
285.7403 	EXP 	polygon_3: autoDraw = False
285.7403 	EXP 	polygon_4: autoDraw = False
285.7403 	EXP 	image_mi: autoDraw = False
285.7403 	EXP 	polygon: autoDraw = False
285.7403 	EXP 	polygon_2: autoDraw = False
285.7403 	EXP 	polygon_3: autoDraw = False
285.7403 	EXP 	polygon_4: autoDraw = False
285.7403 	EXP 	text_pause: autoDraw = True
288.2275 	EXP 	New trial (rep=2, index=0): {'pic_name': 'pics/left_foot.JPG', 'class_mi': 'left_foot'}
288.2428 	EXP 	text_pause: autoDraw = False
288.2428 	EXP 	text_pause: autoDraw = False
288.2428 	EXP 	hor_line_precue: autoDraw = True
288.2428 	EXP 	ver_line_precue: autoDraw = True
290.2616 	EXP 	hor_line_precue: autoDraw = False
290.2616 	EXP 	ver_line_precue: autoDraw = False
290.2616 	EXP 	hor_line_precue: autoDraw = False
290.2616 	EXP 	ver_line_precue: autoDraw = False
290.2616 	EXP 	image_mi: image = 'pics/left_foot.JPG'
290.2616 	EXP 	image_mi: autoDraw = True
290.2616 	EXP 	polygon: autoDraw = True
290.2616 	EXP 	polygon_2: autoDraw = True
290.2616 	EXP 	polygon_3: autoDraw = True
290.2616 	EXP 	polygon_4: autoDraw = True
294.7661 	EXP 	image_mi: autoDraw = False
294.7661 	EXP 	polygon: autoDraw = False
294.7661 	EXP 	polygon_2: autoDraw = False
294.7661 	EXP 	polygon_3: autoDraw = False
294.7661 	EXP 	polygon_4: autoDraw = False
294.7661 	EXP 	image_mi: autoDraw = False
294.7661 	EXP 	polygon: autoDraw = False
294.7661 	EXP 	polygon_2: autoDraw = False
294.7661 	EXP 	polygon_3: autoDraw = False
294.7661 	EXP 	polygon_4: autoDraw = False
294.7661 	EXP 	text_pause: autoDraw = True
297.2534 	EXP 	New trial (rep=2, index=1): {'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand'}
297.2685 	EXP 	text_pause: autoDraw = False
297.2685 	EXP 	text_pause: autoDraw = False
297.2685 	EXP 	hor_line_precue: autoDraw = True
297.2685 	EXP 	ver_line_precue: autoDraw = True
299.2872 	EXP 	hor_line_precue: autoDraw = False
299.2872 	EXP 	ver_line_precue: autoDraw = False
299.2872 	EXP 	hor_line_precue: autoDraw = False
299.2872 	EXP 	ver_line_precue: autoDraw = False
299.2872 	EXP 	image_mi: image = 'pics/left_hand.JPG'
299.2872 	EXP 	image_mi: autoDraw = True
299.2872 	EXP 	polygon: autoDraw = True
299.2872 	EXP 	polygon_2: autoDraw = True
299.2872 	EXP 	polygon_3: autoDraw = True
299.2872 	EXP 	polygon_4: autoDraw = True
303.8083 	EXP 	image_mi: autoDraw = False
303.8083 	EXP 	polygon: autoDraw = False
303.8083 	EXP 	polygon_2: autoDraw = False
303.8083 	EXP 	polygon_3: autoDraw = False
303.8083 	EXP 	polygon_4: autoDraw = False
303.8083 	EXP 	image_mi: autoDraw = False
303.8083 	EXP 	polygon: autoDraw = False
303.8083 	EXP 	polygon_2: autoDraw = False
303.8083 	EXP 	polygon_3: autoDraw = False
303.8083 	EXP 	polygon_4: autoDraw = False
303.8083 	EXP 	text_pause: autoDraw = True
306.2957 	EXP 	New trial (rep=2, index=2): {'pic_name': 'pics/mental_singing.JPG', 'class_mi': 'mental_singing'}
306.3108 	EXP 	text_pause: autoDraw = False
306.3108 	EXP 	text_pause: autoDraw = False
306.3108 	EXP 	hor_line_precue: autoDraw = True
306.3108 	EXP 	ver_line_precue: autoDraw = True
308.3294 	EXP 	hor_line_precue: autoDraw = False
308.3294 	EXP 	ver_line_precue: autoDraw = False
308.3294 	EXP 	hor_line_precue: autoDraw = False
